year,qtr,area_fips,low,high
1999,1,05079,1.01,1.19
1999,1,05081,0,.78
1999,1,05083,1.01,1.19
1999,1,05085,2.61,3.43
1999,1,05087,1.58,1.82
1999,1,05089,1.01,1.19
1999,1,05091,.78,1.01
1999,1,05093,.78,1.01
1999,1,05095,.78,1.01
1999,1,05097,1.58,1.82
1999,1,05099,1.01,1.19
1999,1,05101,2.61,3.43
1999,1,05103,.78,1.01
1999,1,05105,3.43,
1999,1,05107,1.01,1.19
1999,1,05109,0,.78
1999,1,05111,1.01,1.19
1999,1,05113,0,.78
1999,1,05115,.78,1.01
1999,1,05117,1.01,1.19
1999,1,05119,0,.78
1999,1,05121,.78,1.01
1999,1,05123,.78,1.01
1999,1,05125,1.82,2.15
1999,1,05127,0,.78
1999,1,05129,1.01,1.19
1999,1,05131,0,.78
1999,1,05133,.78,1.01
1999,1,05135,1.82,2.15
1999,1,05137,0,.78
1999,1,05139,0,.78
1999,1,05141,2.15,2.61
1999,1,05143,1.01,1.19
1999,1,05145,0,.78
1999,1,05147,0,.78
1999,1,05149,1.01,1.19
1999,1,06001,1.58,1.82
1999,1,06003,3.43,
1999,1,06005,1.82,2.15
1999,1,06007,1.58,1.82
1999,1,06009,3.43,
1999,1,06011,1.19,1.37
1999,1,06013,2.15,2.61
1999,1,06015,1.37,1.58
1999,1,06017,3.43,
1999,1,06019,1.19,1.37
1999,1,06021,1.19,1.37
1999,1,06023,1.37,1.58
1999,1,06025,1.01,1.19
1999,1,06027,1.58,1.82
1999,1,06029,1.37,1.58
1999,1,06031,1.19,1.37
1999,1,06033,2.61,3.43
1999,1,06035,1.19,1.37
1999,1,06037,1.37,1.58
1999,1,06039,1.37,1.58
1999,1,06041,2.61,3.43
1999,1,06043,1.82,2.15
1999,1,06045,1.58,1.82
1999,1,06047,1.82,2.15
1999,1,06049,0,.78
1999,1,06051,3.43,
1999,1,06053,1.82,2.15
1999,1,06055,1.58,1.82
1999,1,06057,2.61,3.43
1999,1,06059,1.58,1.82
1999,1,06061,2.15,2.61
1999,1,06063,1.82,2.15
1999,1,06065,2.15,2.61
1999,1,06067,1.19,1.37
1999,1,06069,2.61,3.43
1999,1,06071,2.15,2.61
1999,1,06073,1.82,2.15
1999,1,06075,.78,1.01
1999,1,06077,1.82,2.15
1999,1,06079,1.82,2.15
1999,1,06081,1.58,1.82
1999,1,06083,1.82,2.15
1999,1,06085,1.01,1.19
1999,1,06087,1.82,2.15
1999,1,06089,1.37,1.58
1999,1,06091,1.01,1.19
1999,1,06093,1.58,1.82
1999,1,06095,2.61,3.43
1999,1,06097,2.15,2.61
1999,1,06099,1.58,1.82
1999,1,06101,1.82,2.15
1999,1,06103,1.82,2.15
1999,1,06105,2.61,3.43
1999,1,06107,1.37,1.58
1999,1,06109,2.61,3.43
1999,1,06111,2.15,2.61
1999,1,06113,1.01,1.19
1999,1,06115,1.37,1.58
1999,1,08001,1.58,1.82
1999,1,08003,1.01,1.19
1999,1,08005,1.01,1.19
1999,1,08007,3.43,
1999,1,08009,0,.78
1999,1,08011,0,.78
1999,1,08013,1.01,1.19
1999,1,08015,1.19,1.37
1999,1,08017,0,.78
1999,1,08019,3.43,
1999,1,08021,.78,1.01
1999,1,08023,1.19,1.37
1999,1,08025,1.19,1.37
1999,1,08027,2.61,3.43
1999,1,08029,1.82,2.15
1999,1,08031,0,.78
1999,1,08033,0,.78
1999,1,08035,3.43,
1999,1,08037,1.37,1.58
1999,1,08039,3.43,
1999,1,08041,1.58,1.82
1999,1,08043,1.58,1.82
1999,1,08045,1.82,2.15
1999,1,08047,.78,1.01
1999,1,08049,1.37,1.58
1999,1,08051,1.37,1.58
1999,1,08053,0,.78
1999,1,08055,1.82,2.15
1999,1,08057,1.82,2.15
1999,1,08059,1.82,2.15
1999,1,08061,1.19,1.37
1999,1,08063,0,.78
1999,1,08065,2.61,3.43
1999,1,08067,1.82,2.15
1999,1,08069,1.58,1.82
1999,1,08071,1.37,1.58
1999,1,08073,.78,1.01
1999,1,08075,.78,1.01
1999,1,08077,1.58,1.82
1999,1,08079,0,.78
1999,1,08081,.78,1.01
1999,1,08083,1.19,1.37
1999,1,08085,1.58,1.82
1999,1,08087,1.01,1.19
1999,1,08089,.78,1.01
1999,1,08091,2.61,3.43
1999,1,08093,3.43,
1999,1,08095,1.01,1.19
1999,1,08097,1.82,2.15
1999,1,08099,0,.78
1999,1,08101,1.19,1.37
1999,1,08103,1.19,1.37
1999,1,08105,.78,1.01
1999,1,08107,1.19,1.37
1999,1,08109,.78,1.01
1999,1,08111,2.15,2.61
1999,1,08113,1.01,1.19
1999,1,08115,1.37,1.58
1999,1,08117,1.58,1.82
1999,1,08119,3.43,
1999,1,08121,1.37,1.58
1999,1,08123,1.37,1.58
1999,1,08125,1.37,1.58
1999,1,09001,1.19,1.37
1999,1,09003,0,.78
1999,1,09005,1.58,1.82
1999,1,09007,1.58,1.82
1999,1,09009,1.19,1.37
1999,1,09011,1.01,1.19
1999,1,09013,1.82,2.15
1999,1,09015,1.58,1.82
1999,1,10001,1.37,1.58
1999,1,10003,.78,1.01
1999,1,10005,1.37,1.58
1999,1,11001,0,.78
1999,1,12001,1.01,1.19
1999,1,12003,2.61,3.43
1999,1,12005,1.37,1.58
1999,1,12007,1.37,1.58
1999,1,12009,1.58,1.82
1999,1,12011,1.82,2.15
1999,1,12013,0,.78
1999,1,12015,2.61,3.43
1999,1,12017,1.82,2.15
1999,1,12019,3.43,
1999,1,12021,2.15,2.61
1999,1,12023,1.37,1.58
1999,1,12027,1.19,1.37
1999,1,12029,1.37,1.58
1999,1,12031,1.01,1.19
1999,1,12033,1.19,1.37
1999,1,12035,3.43,
1999,1,12037,2.61,3.43
1999,1,12039,1.58,1.82
1999,1,12041,1.82,2.15
1999,1,12043,2.15,2.61
1999,1,12045,1.37,1.58
1999,1,12047,.78,1.01
1999,1,12049,1.58,1.82
1999,1,12051,.78,1.01
1999,1,12053,2.61,3.43
1999,1,12055,1.58,1.82
1999,1,12057,1.01,1.19
1999,1,12059,1.37,1.58
1999,1,12061,1.82,2.15
1999,1,12063,1.19,1.37
1999,1,12065,3.43,
1999,1,12067,1.01,1.19
1999,1,12069,2.15,2.61
1999,1,12071,1.82,2.15
1999,1,12073,1.01,1.19
1999,1,12075,2.15,2.61
1999,1,12077,.78,1.01
1999,1,12079,1.19,1.37
1999,1,12081,1.37,1.58
1999,1,12083,1.37,1.58
1999,1,12085,2.15,2.61
1999,1,12086,1.19,1.37
1999,1,12087,2.15,2.61
1999,1,12089,2.15,2.61
1999,1,12091,1.82,2.15
1999,1,12093,1.37,1.58
1999,1,12095,.78,1.01
1999,1,12097,1.82,2.15
1999,1,12099,1.82,2.15
1999,1,12101,2.61,3.43
1999,1,12103,1.19,1.37
1999,1,12105,1.19,1.37
1999,1,12107,1.58,1.82
1999,1,12109,2.15,2.61
1999,1,12111,2.15,2.61
1999,1,12113,3.43,
1999,1,12115,1.58,1.82
1999,1,12117,2.15,2.61
1999,1,12119,1.82,2.15
1999,1,12121,1.58,1.82
1999,1,12123,0,.78
1999,1,12125,0,.78
1999,1,12127,1.82,2.15
1999,1,12129,3.43,
1999,1,12131,2.15,2.61
1999,1,12133,.78,1.01
1999,1,13001,0,.78
1999,1,13003,.78,1.01
1999,1,13005,1.01,1.19
1999,1,13007,2.15,2.61
1999,1,13009,.78,1.01
1999,1,13011,2.61,3.43
1999,1,13013,2.61,3.43
1999,1,13015,1.58,1.82
1999,1,13017,0,.78
1999,1,13019,2.61,3.43
1999,1,13021,.78,1.01
1999,1,13023,1.58,1.82
1999,1,13025,1.58,1.82
1999,1,13027,1.82,2.15
1999,1,13029,3.43,
1999,1,13031,.78,1.01
1999,1,13033,.78,1.01
1999,1,13035,2.61,3.43
1999,1,13037,1.37,1.58
1999,1,13039,1.37,1.58
1999,1,13043,.78,1.01
1999,1,13045,1.37,1.58
1999,1,13047,2.15,2.61
1999,1,13049,1.19,1.37
1999,1,13051,1.01,1.19
1999,1,13053,2.61,3.43
1999,1,13055,.78,1.01
1999,1,13057,3.43,
1999,1,13059,0,.78
1999,1,13061,1.58,1.82
1999,1,13063,.78,1.01
1999,1,13065,.78,1.01
1999,1,13067,1.37,1.58
1999,1,13069,0,.78
1999,1,13071,.78,1.01
1999,1,13073,3.43,
1999,1,13075,1.19,1.37
1999,1,13077,2.15,2.61
1999,1,13079,3.43,
1999,1,13081,.78,1.01
1999,1,13083,1.82,2.15
1999,1,13085,3.43,
1999,1,13087,.78,1.01
1999,1,13089,1.19,1.37
1999,1,13091,1.01,1.19
1999,1,13093,0,.78
1999,1,13095,0,.78
1999,1,13097,2.15,2.61
1999,1,13099,0,.78
1999,1,13101,0,.78
1999,1,13103,2.61,3.43
1999,1,13105,.78,1.01
1999,1,13107,1.19,1.37
1999,1,13109,.78,1.01
1999,1,13111,2.61,3.43
1999,1,13113,2.61,3.43
1999,1,13115,.78,1.01
1999,1,13117,2.61,3.43
1999,1,13119,1.37,1.58
1999,1,13121,0,.78
1999,1,13123,1.82,2.15
1999,1,13125,1.01,1.19
1999,1,13127,1.01,1.19
1999,1,13129,1.01,1.19
1999,1,13131,1.58,1.82
1999,1,13133,1.01,1.19
1999,1,13135,1.37,1.58
1999,1,13137,2.15,2.61
1999,1,13139,1.37,1.58
1999,1,13141,1.58,1.82
1999,1,13143,1.82,2.15
1999,1,13145,3.43,
1999,1,13147,1.58,1.82
1999,1,13149,1.19,1.37
1999,1,13151,3.43,
1999,1,13153,1.37,1.58
1999,1,13155,1.37,1.58
1999,1,13157,1.58,1.82
1999,1,13159,2.61,3.43
1999,1,13161,.78,1.01
1999,1,13163,1.19,1.37
1999,1,13165,.78,1.01
1999,1,13167,.78,1.01
1999,1,13169,3.43,
1999,1,13171,3.43,
1999,1,13173,2.15,2.61
1999,1,13175,1.01,1.19
1999,1,13177,3.43,
1999,1,13179,2.61,3.43
1999,1,13181,1.82,2.15
1999,1,13183,2.61,3.43
1999,1,13185,1.37,1.58
1999,1,13187,2.61,3.43
1999,1,13189,1.01,1.19
1999,1,13191,1.37,1.58
1999,1,13193,0,.78
1999,1,13195,3.43,
1999,1,13197,0,.78
1999,1,13199,1.37,1.58
1999,1,13201,1.58,1.82
1999,1,13205,1.37,1.58
1999,1,13207,1.82,2.15
1999,1,13209,1.58,1.82
1999,1,13211,2.15,2.61
1999,1,13213,.78,1.01
1999,1,13215,.78,1.01
1999,1,13217,1.37,1.58
1999,1,13219,3.43,
1999,1,13221,2.61,3.43
1999,1,13223,3.43,
1999,1,13225,1.37,1.58
1999,1,13227,2.61,3.43
1999,1,13229,1.82,2.15
1999,1,13231,3.43,
1999,1,13233,1.37,1.58
1999,1,13235,1.19,1.37
1999,1,13237,1.82,2.15
1999,1,13239,3.43,
1999,1,13241,1.58,1.82
1999,1,13243,0,.78
1999,1,13245,.78,1.01
1999,1,13247,1.58,1.82
1999,1,13249,2.61,3.43
1999,1,13251,1.19,1.37
1999,1,13253,2.15,2.61
1999,1,13255,1.58,1.82
1999,1,13257,1.01,1.19
1999,1,13259,0,.78
1999,1,13261,.78,1.01
1999,1,13263,3.43,
1999,1,13265,3.43,
1999,1,13267,.78,1.01
1999,1,13269,1.01,1.19
1999,1,13271,0,.78
1999,1,13273,1.82,2.15
1999,1,13275,.78,1.01
1999,1,13277,.78,1.01
1999,1,13279,1.01,1.19
1999,1,13281,1.37,1.58
1999,1,13283,1.37,1.58
1999,1,13285,0,.78
1999,1,13287,0,.78
1999,1,13289,1.37,1.58
1999,1,13291,1.82,2.15
1999,1,13293,1.19,1.37
1999,1,13295,1.58,1.82
1999,1,13297,2.61,3.43
1999,1,13299,1.01,1.19
1999,1,13301,1.01,1.19
1999,1,13303,0,.78
1999,1,13305,1.37,1.58
1999,1,13307,1.19,1.37
1999,1,13309,1.37,1.58
1999,1,13311,2.15,2.61
1999,1,13313,0,.78
1999,1,13315,2.61,3.43
1999,1,13317,1.19,1.37
1999,1,13319,.78,1.01
1999,1,13321,1.58,1.82
1999,1,15001,1.82,2.15
1999,1,15003,1.82,2.15
1999,1,15007,1.58,1.82
1999,1,15009,1.82,2.15
1999,1,16001,1.19,1.37
1999,1,16003,1.58,1.82
1999,1,16005,1.58,1.82
1999,1,16007,2.15,2.61
1999,1,16009,.78,1.01
1999,1,16011,1.19,1.37
1999,1,16013,2.61,3.43
1999,1,16015,2.61,3.43
1999,1,16017,1.58,1.82
1999,1,16019,1.19,1.37
1999,1,16021,1.58,1.82
1999,1,16023,0,.78
1999,1,16025,1.01,1.19
1999,1,16027,1.58,1.82
1999,1,16029,.78,1.01
1999,1,16031,.78,1.01
1999,1,16033,0,.78
1999,1,16035,1.19,1.37
1999,1,16037,0,.78
1999,1,16039,2.61,3.43
1999,1,16041,2.15,2.61
1999,1,16043,3.43,
1999,1,16045,2.61,3.43
1999,1,16047,1.19,1.37
1999,1,16049,0,.78
1999,1,16051,1.82,2.15
1999,1,16053,1.37,1.58
1999,1,16055,2.15,2.61
1999,1,16057,1.19,1.37
1999,1,16059,1.01,1.19
1999,1,16061,2.61,3.43
1999,1,16063,2.61,3.43
1999,1,16065,.78,1.01
1999,1,16067,.78,1.01
1999,1,16069,.78,1.01
1999,1,16071,1.19,1.37
1999,1,16073,1.01,1.19
1999,1,16075,1.58,1.82
1999,1,16077,0,.78
1999,1,16079,1.01,1.19
1999,1,16081,2.61,3.43
1999,1,16083,1.01,1.19
1999,1,16085,2.61,3.43
1999,1,16087,1.01,1.19
1999,1,17001,.78,1.01
1999,1,17003,.78,1.01
1999,1,17005,1.19,1.37
1999,1,17007,1.01,1.19
1999,1,17009,0,.78
1999,1,17011,0,.78
1999,1,17013,1.01,1.19
1999,1,17015,1.37,1.58
1999,1,17017,0,.78
1999,1,17019,0,.78
1999,1,17021,1.19,1.37
1999,1,17023,1.37,1.58
1999,1,17025,0,.78
1999,1,17027,1.01,1.19
1999,1,17029,0,.78
1999,1,17031,.78,1.01
1999,1,17033,.78,1.01
1999,1,17035,2.15,2.61
1999,1,17037,1.37,1.58
1999,1,17039,.78,1.01
1999,1,17041,.78,1.01
1999,1,17043,1.01,1.19
1999,1,17045,.78,1.01
1999,1,17047,0,.78
1999,1,17049,0,.78
1999,1,17051,.78,1.01
1999,1,17053,1.01,1.19
1999,1,17055,1.19,1.37
1999,1,17057,1.19,1.37
1999,1,17059,1.01,1.19
1999,1,17061,.78,1.01
1999,1,17063,.78,1.01
1999,1,17065,2.61,3.43
1999,1,17067,.78,1.01
1999,1,17069,0,.78
1999,1,17071,2.15,2.61
1999,1,17073,1.58,1.82
1999,1,17075,1.01,1.19
1999,1,17077,.78,1.01
1999,1,17079,0,.78
1999,1,17081,.78,1.01
1999,1,17083,2.61,3.43
1999,1,17085,1.19,1.37
1999,1,17087,2.61,3.43
1999,1,17089,1.58,1.82
1999,1,17091,0,.78
1999,1,17093,2.15,2.61
1999,1,17095,0,.78
1999,1,17097,1.37,1.58
1999,1,17099,0,.78
1999,1,17101,1.01,1.19
1999,1,17103,.78,1.01
1999,1,17105,0,.78
1999,1,17107,1.19,1.37
1999,1,17109,0,.78
1999,1,17111,2.15,2.61
1999,1,17113,.78,1.01
1999,1,17115,0,.78
1999,1,17117,1.82,2.15
1999,1,17119,1.19,1.37
1999,1,17121,0,.78
1999,1,17123,1.19,1.37
1999,1,17125,1.01,1.19
1999,1,17127,0,.78
1999,1,17129,1.82,2.15
1999,1,17131,3.43,
1999,1,17133,2.61,3.43
1999,1,17135,.78,1.01
1999,1,17137,0,.78
1999,1,17139,1.37,1.58
1999,1,17141,1.19,1.37
1999,1,17143,0,.78
1999,1,17145,1.37,1.58
1999,1,17147,3.43,
1999,1,17149,1.01,1.19
1999,1,17151,2.15,2.61
1999,1,17153,1.19,1.37
1999,1,17155,0,.78
1999,1,17157,.78,1.01
1999,1,17159,0,.78
1999,1,17161,0,.78
1999,1,17163,1.19,1.37
1999,1,17165,0,.78
1999,1,17167,0,.78
1999,1,17169,.78,1.01
1999,1,17171,0,.78
1999,1,17173,1.37,1.58
1999,1,17175,.78,1.01
1999,1,17177,0,.78
1999,1,17179,0,.78
1999,1,17181,1.19,1.37
1999,1,17183,.78,1.01
1999,1,17185,.78,1.01
1999,1,17187,0,.78
1999,1,17189,0,.78
1999,1,17191,1.19,1.37
1999,1,17193,2.15,2.61
1999,1,17195,.78,1.01
1999,1,17197,2.15,2.61
1999,1,17199,1.19,1.37
1999,1,17201,.78,1.01
1999,1,17203,1.37,1.58
1999,1,18001,0,.78
1999,1,18003,.78,1.01
1999,1,18005,.78,1.01
1999,1,18007,2.15,2.61
1999,1,18009,1.01,1.19
1999,1,18011,2.61,3.43
1999,1,18013,3.43,
1999,1,18015,1.37,1.58
1999,1,18017,.78,1.01
1999,1,18019,1.01,1.19
1999,1,18021,1.58,1.82
1999,1,18023,1.19,1.37
1999,1,18025,2.15,2.61
1999,1,18027,1.01,1.19
1999,1,18029,1.58,1.82
1999,1,18031,.78,1.01
1999,1,18033,.78,1.01
1999,1,18035,.78,1.01
1999,1,18037,0,.78
1999,1,18039,0,.78
1999,1,18041,1.01,1.19
1999,1,18043,1.37,1.58
1999,1,18045,.78,1.01
1999,1,18047,2.61,3.43
1999,1,18049,1.37,1.58
1999,1,18051,.78,1.01
1999,1,18053,.78,1.01
1999,1,18055,1.37,1.58
1999,1,18057,1.82,2.15
1999,1,18059,2.15,2.61
1999,1,18061,1.19,1.37
1999,1,18063,2.61,3.43
1999,1,18065,1.01,1.19
1999,1,18067,0,.78
1999,1,18069,1.19,1.37
1999,1,18071,.78,1.01
1999,1,18073,1.37,1.58
1999,1,18075,0,.78
1999,1,18077,.78,1.01
1999,1,18079,1.58,1.82
1999,1,18081,2.15,2.61
1999,1,18083,.78,1.01
1999,1,18085,1.01,1.19
1999,1,18087,.78,1.01
1999,1,18089,.78,1.01
1999,1,18091,1.01,1.19
1999,1,18093,1.19,1.37
1999,1,18095,1.19,1.37
1999,1,18097,0,.78
1999,1,18099,.78,1.01
1999,1,18101,0,.78
1999,1,18103,1.58,1.82
1999,1,18105,1.01,1.19
1999,1,18107,.78,1.01
1999,1,18109,2.61,3.43
1999,1,18111,1.19,1.37
1999,1,18113,0,.78
1999,1,18115,1.01,1.19
1999,1,18117,1.01,1.19
1999,1,18119,2.61,3.43
1999,1,18121,2.61,3.43
1999,1,18123,0,.78
1999,1,18125,0,.78
1999,1,18127,1.37,1.58
1999,1,18129,1.19,1.37
1999,1,18131,1.82,2.15
1999,1,18133,1.19,1.37
1999,1,18135,1.19,1.37
1999,1,18137,1.01,1.19
1999,1,18139,1.19,1.37
1999,1,18141,1.01,1.19
1999,1,18143,1.19,1.37
1999,1,18145,1.19,1.37
1999,1,18147,0,.78
1999,1,18149,2.15,2.61
1999,1,18151,.78,1.01
1999,1,18153,1.19,1.37
1999,1,18155,1.19,1.37
1999,1,18157,1.01,1.19
1999,1,18159,2.15,2.61
1999,1,18161,3.43,
1999,1,18163,0,.78
1999,1,18165,.78,1.01
1999,1,18167,1.01,1.19
1999,1,18169,1.01,1.19
1999,1,18171,1.82,2.15
1999,1,18173,2.15,2.61
1999,1,18175,1.58,1.82
1999,1,18177,1.01,1.19
1999,1,18179,.78,1.01
1999,1,18181,1.01,1.19
1999,1,18183,1.37,1.58
1999,1,19001,0,.78
1999,1,19003,.78,1.01
1999,1,19005,0,.78
1999,1,19007,.78,1.01
1999,1,19009,.78,1.01
1999,1,19011,2.61,3.43
1999,1,19013,0,.78
1999,1,19015,1.01,1.19
1999,1,19017,1.01,1.19
1999,1,19019,1.01,1.19
1999,1,19021,0,.78
1999,1,19023,1.58,1.82
1999,1,19025,0,.78
1999,1,19027,0,.78
1999,1,19029,.78,1.01
1999,1,19031,1.37,1.58
1999,1,19033,0,.78
1999,1,19035,0,.78
1999,1,19037,0,.78
1999,1,19039,1.19,1.37
1999,1,19041,0,.78
1999,1,19043,0,.78
1999,1,19045,0,.78
1999,1,19047,0,.78
1999,1,19049,2.15,2.61
1999,1,19051,1.82,2.15
1999,1,19053,.78,1.01
1999,1,19055,.78,1.01
1999,1,19057,0,.78
1999,1,19059,0,.78
1999,1,19061,.78,1.01
1999,1,19063,0,.78
1999,1,19065,.78,1.01
1999,1,19067,.78,1.01
1999,1,19069,0,.78
1999,1,19071,0,.78
1999,1,19073,0,.78
1999,1,19075,.78,1.01
1999,1,19077,1.82,2.15
1999,1,19079,0,.78
1999,1,19081,0,.78
1999,1,19083,0,.78
1999,1,19085,1.01,1.19
1999,1,19087,0,.78
1999,1,19089,0,.78
1999,1,19091,.78,1.01
1999,1,19093,0,.78
1999,1,19095,0,.78
1999,1,19097,1.19,1.37
1999,1,19099,1.01,1.19
1999,1,19101,.78,1.01
1999,1,19103,.78,1.01
1999,1,19105,1.01,1.19
1999,1,19107,2.15,2.61
1999,1,19109,0,.78
1999,1,19111,0,.78
1999,1,19113,0,.78
1999,1,19115,.78,1.01
1999,1,19117,0,.78
1999,1,19119,1.01,1.19
1999,1,19121,2.15,2.61
1999,1,19123,1.01,1.19
1999,1,19125,0,.78
1999,1,19127,0,.78
1999,1,19129,1.82,2.15
1999,1,19131,0,.78
1999,1,19133,0,.78
1999,1,19135,0,.78
1999,1,19137,0,.78
1999,1,19139,0,.78
1999,1,19141,0,.78
1999,1,19143,0,.78
1999,1,19145,0,.78
1999,1,19147,0,.78
1999,1,19149,.78,1.01
1999,1,19151,0,.78
1999,1,19153,0,.78
1999,1,19155,1.01,1.19
1999,1,19157,0,.78
1999,1,19159,0,.78
1999,1,19161,0,.78
1999,1,19163,.78,1.01
1999,1,19165,0,.78
1999,1,19167,0,.78
1999,1,19169,.78,1.01
1999,1,19171,1.19,1.37
1999,1,19173,0,.78
1999,1,19175,.78,1.01
1999,1,19177,.78,1.01
1999,1,19179,0,.78
1999,1,19181,3.43,
1999,1,19183,1.58,1.82
1999,1,19185,0,.78
1999,1,19187,0,.78
1999,1,19189,0,.78
1999,1,19191,.78,1.01
1999,1,19193,0,.78
1999,1,19195,1.19,1.37
1999,1,19197,0,.78
1999,1,20001,0,.78
1999,1,20003,0,.78
1999,1,20005,0,.78
1999,1,20007,0,.78
1999,1,20009,.78,1.01
1999,1,20011,0,.78
1999,1,20013,0,.78
1999,1,20015,2.15,2.61
1999,1,20017,2.61,3.43
1999,1,20019,1.58,1.82
1999,1,20021,0,.78
1999,1,20023,0,.78
1999,1,20025,1.01,1.19
1999,1,20027,.78,1.01
1999,1,20029,0,.78
1999,1,20031,0,.78
1999,1,20033,1.58,1.82
1999,1,20035,.78,1.01
1999,1,20037,.78,1.01
1999,1,20039,1.37,1.58
1999,1,20041,.78,1.01
1999,1,20043,0,.78
1999,1,20045,1.01,1.19
1999,1,20047,0,.78
1999,1,20049,0,.78
1999,1,20051,.78,1.01
1999,1,20053,0,.78
1999,1,20055,0,.78
1999,1,20057,.78,1.01
1999,1,20059,.78,1.01
1999,1,20061,1.01,1.19
1999,1,20063,1.01,1.19
1999,1,20065,0,.78
1999,1,20067,0,.78
1999,1,20069,0,.78
1999,1,20071,.78,1.01
1999,1,20073,0,.78
1999,1,20075,0,.78
1999,1,20077,0,.78
1999,1,20079,1.01,1.19
1999,1,20081,1.01,1.19
1999,1,20083,1.19,1.37
1999,1,20085,0,.78
