"","ZIP","COUNTYNAME","STATE","STCOUNTYFP"
"1","36003","Autauga County","AL",1001
"2","36006","Autauga County","AL",1001
"3","36067","Autauga County","AL",1001
"4","36066","Autauga County","AL",1001
"5","36703","Autauga County","AL",1001
"6","36701","Autauga County","AL",1001
"7","36091","Autauga County","AL",1001
"8","36051","Autauga County","AL",1001
"9","36068","Autauga County","AL",1001
"10","36008","Autauga County","AL",1001
"11","36022","Autauga County","AL",1001
"12","36749","Autauga County","AL",1001
"13","36758","Autauga County","AL",1001
"14","36550","Baldwin County","AL",1003
"15","36551","Baldwin County","AL",1003
"16","36527","Baldwin County","AL",1003
"17","36577","Baldwin County","AL",1003
"18","36559","Baldwin County","AL",1003
"19","36536","Baldwin County","AL",1003
"20","36576","Baldwin County","AL",1003
"21","36579","Baldwin County","AL",1003
"22","36502","Baldwin County","AL",1003
"23","36578","Baldwin County","AL",1003
"24","36533","Baldwin County","AL",1003
"25","36564","Baldwin County","AL",1003
"26","36561","Baldwin County","AL",1003
"27","36580","Baldwin County","AL",1003
"28","36535","Baldwin County","AL",1003
"29","36547","Baldwin County","AL",1003
"30","36549","Baldwin County","AL",1003
"31","36530","Baldwin County","AL",1003
"32","36562","Baldwin County","AL",1003
"33","36532","Baldwin County","AL",1003
"34","36526","Baldwin County","AL",1003
"35","36555","Baldwin County","AL",1003
"36","36511","Baldwin County","AL",1003
"37","36567","Baldwin County","AL",1003
"38","36574","Baldwin County","AL",1003
"39","36480","Baldwin County","AL",1003
"40","36507","Baldwin County","AL",1003
"41","36542","Baldwin County","AL",1003
"42","36017","Barbour County","AL",1005
"43","36016","Barbour County","AL",1005
"44","36311","Barbour County","AL",1005
"45","36374","Barbour County","AL",1005
"46","36048","Barbour County","AL",1005
"47","36053","Barbour County","AL",1005
"48","36317","Barbour County","AL",1005
"49","36027","Barbour County","AL",1005
"50","36072","Barbour County","AL",1005
"51","35035","Bibb County","AL",1007
"52","35034","Bibb County","AL",1007
"53","36750","Bibb County","AL",1007
"54","35115","Bibb County","AL",1007
"55","35188","Bibb County","AL",1007
"56","36793","Bibb County","AL",1007
"57","35074","Bibb County","AL",1007
"58","35042","Bibb County","AL",1007
"59","35111","Bibb County","AL",1007
"60","35184","Bibb County","AL",1007
"61","36792","Bibb County","AL",1007
"62","35456","Bibb County","AL",1007
"63","35031","Blount County","AL",1009
"64","35121","Blount County","AL",1009
"65","35063","Blount County","AL",1009
"66","35016","Blount County","AL",1009
"67","35079","Blount County","AL",1009
"68","35097","Blount County","AL",1009
"69","35133","Blount County","AL",1009
"70","35957","Blount County","AL",1009
"71","35126","Blount County","AL",1009
"72","35049","Blount County","AL",1009
"73","35172","Blount County","AL",1009
"74","35952","Blount County","AL",1009
"75","35180","Blount County","AL",1009
"76","35146","Blount County","AL",1009
"77","35976","Blount County","AL",1009
"78","35980","Blount County","AL",1009
"79","35013","Blount County","AL",1009
"80","36830","Bullock County","AL",1011
"81","36031","Bullock County","AL",1011
"82","36089","Bullock County","AL",1011
"83","36029","Bullock County","AL",1011
"84","36081","Bullock County","AL",1011
"85","36860","Bullock County","AL",1011
"87","36005","Bullock County","AL",1011
"88","36052","Bullock County","AL",1011
"89","36037","Butler County","AL",1013
"90","36033","Butler County","AL",1013
"91","36032","Butler County","AL",1013
"92","36456","Butler County","AL",1013
"93","36474","Butler County","AL",1013
"94","36030","Butler County","AL",1013
"95","36042","Butler County","AL",1013
"96","36071","Butler County","AL",1013
"97","36015","Butler County","AL",1013
"98","36206","Calhoun County","AL",1015
"99","36204","Calhoun County","AL",1015
"100","35096","Calhoun County","AL",1015
"101","36279","Calhoun County","AL",1015
"102","36205","Calhoun County","AL",1015
"103","36260","Calhoun County","AL",1015
"104","36271","Calhoun County","AL",1015
"105","36272","Calhoun County","AL",1015
"106","36201","Calhoun County","AL",1015
"107","36203","Calhoun County","AL",1015
"108","36207","Calhoun County","AL",1015
"109","36265","Calhoun County","AL",1015
"110","36202","Calhoun County","AL",1015
"111","36257","Calhoun County","AL",1015
"112","36253","Calhoun County","AL",1015
"113","36254","Calhoun County","AL",1015
"114","35905","Calhoun County","AL",1015
"115","36250","Calhoun County","AL",1015
"116","36277","Calhoun County","AL",1015
"117","36852","Chambers County","AL",1017
"118","36855","Chambers County","AL",1017
"119","36879","Chambers County","AL",1017
"120","36274","Chambers County","AL",1017
"121","36862","Chambers County","AL",1017
"122","36863","Chambers County","AL",1017
"123","36801","Chambers County","AL",1017
"124","36854","Chambers County","AL",1017
"125","36276","Chambers County","AL",1017
"126","36850","Chambers County","AL",1017
"127","35973","Cherokee County","AL",1019
"128","35959","Cherokee County","AL",1019
"129","35901","Cherokee County","AL",1019
"130","35984","Cherokee County","AL",1019
"132","35967","Cherokee County","AL",1019
"133","35961","Cherokee County","AL",1019
"134","35903","Cherokee County","AL",1019
"135","36275","Cherokee County","AL",1019
"136","35960","Cherokee County","AL",1019
"137","35983","Cherokee County","AL",1019
"140","35040","Chilton County","AL",1021
"141","36790","Chilton County","AL",1021
"146","35046","Chilton County","AL",1021
"147","35045","Chilton County","AL",1021
"148","35171","Chilton County","AL",1021
"150","35085","Chilton County","AL",1021
"152","36908","Choctaw County","AL",1023
"153","36913","Choctaw County","AL",1023
"154","36919","Choctaw County","AL",1023
"155","36921","Choctaw County","AL",1023
"156","36904","Choctaw County","AL",1023
"157","36912","Choctaw County","AL",1023
"158","36910","Choctaw County","AL",1023
"159","36916","Choctaw County","AL",1023
"160","36922","Choctaw County","AL",1023
"161","36558","Choctaw County","AL",1023
"162","36915","Choctaw County","AL",1023
"163","36436","Clarke County","AL",1025
"164","36751","Clarke County","AL",1025
"165","36446","Clarke County","AL",1025
"166","36524","Clarke County","AL",1025
"167","36784","Clarke County","AL",1025
"168","36451","Clarke County","AL",1025
"169","36540","Clarke County","AL",1025
"170","36482","Clarke County","AL",1025
"171","36727","Clarke County","AL",1025
"172","36782","Clarke County","AL",1025
"173","36545","Clarke County","AL",1025
"174","36251","Clay County","AL",1027
"175","36267","Clay County","AL",1027
"176","35082","Clay County","AL",1027
"177","35160","Clay County","AL",1027
"178","35072","Clay County","AL",1027
"179","35089","Clay County","AL",1027
"180","36266","Clay County","AL",1027
"181","36255","Clay County","AL",1027
"182","36256","Clay County","AL",1027
"183","36258","Clay County","AL",1027
"185","36268","Clay County","AL",1027
"186","36273","Cleburne County","AL",1029
"187","36269","Cleburne County","AL",1029
"191","36262","Cleburne County","AL",1029
"192","36261","Cleburne County","AL",1029
"193","36264","Cleburne County","AL",1029
"195","36322","Coffee County","AL",1031
"196","36453","Coffee County","AL",1031
"197","36079","Coffee County","AL",1031
"198","36351","Coffee County","AL",1031
"199","36477","Coffee County","AL",1031
"200","36346","Coffee County","AL",1031
"202","36010","Coffee County","AL",1031
"203","36318","Coffee County","AL",1031
"204","36034","Coffee County","AL",1031
"205","36316","Coffee County","AL",1031
"206","36009","Coffee County","AL",1031
"207","36330","Coffee County","AL",1031
"208","36323","Coffee County","AL",1031
"209","36467","Coffee County","AL",1031
"210","36360","Coffee County","AL",1031
"211","35616","Colbert County","AL",1033
"212","35654","Colbert County","AL",1033
"213","35646","Colbert County","AL",1033
"214","35653","Colbert County","AL",1033
"215","35582","Colbert County","AL",1033
"216","35674","Colbert County","AL",1033
"217","35661","Colbert County","AL",1033
"218","35672","Colbert County","AL",1033
"219","35660","Colbert County","AL",1033
"220","36471","Conecuh County","AL",1035
"222","36426","Conecuh County","AL",1035
"223","36454","Conecuh County","AL",1035
"224","36460","Conecuh County","AL",1035
"225","36401","Conecuh County","AL",1035
"226","36442","Conecuh County","AL",1035
"227","36473","Conecuh County","AL",1035
"229","36475","Conecuh County","AL",1035
"231","36432","Conecuh County","AL",1035
"233","36421","Conecuh County","AL",1035
"235","35151","Coosa County","AL",1037
"236","35150","Coosa County","AL",1037
"237","36026","Coosa County","AL",1037
"238","36080","Coosa County","AL",1037
"241","35136","Coosa County","AL",1037
"243","35010","Coosa County","AL",1037
"244","35183","Coosa County","AL",1037
"245","36420","Covington County","AL",1039
"248","36483","Covington County","AL",1039
"249","36455","Covington County","AL",1039
"250","36476","Covington County","AL",1039
"253","36038","Covington County","AL",1039
"255","36028","Covington County","AL",1039
"260","36035","Crenshaw County","AL",1041
"263","36049","Crenshaw County","AL",1041
"265","36036","Crenshaw County","AL",1041
"266","36041","Crenshaw County","AL",1041
"268","36046","Crenshaw County","AL",1041
"272","35057","Cullman County","AL",1043
"273","35087","Cullman County","AL",1043
"274","35033","Cullman County","AL",1043
"275","35058","Cullman County","AL",1043
"276","35056","Cullman County","AL",1043
"277","35179","Cullman County","AL",1043
"278","35622","Cullman County","AL",1043
"279","35053","Cullman County","AL",1043
"280","35098","Cullman County","AL",1043
"281","35619","Cullman County","AL",1043
"282","35541","Cullman County","AL",1043
"283","35670","Cullman County","AL",1043
"284","35077","Cullman County","AL",1043
"286","35621","Cullman County","AL",1043
"287","35540","Cullman County","AL",1043
"289","35083","Cullman County","AL",1043
"290","35070","Cullman County","AL",1043
"291","35019","Cullman County","AL",1043
"292","35055","Cullman County","AL",1043
"294","36303","Dale County","AL",1045
"295","36353","Dale County","AL",1045
"296","36345","Dale County","AL",1045
"300","36371","Dale County","AL",1045
"301","36350","Dale County","AL",1045
"302","36362","Dale County","AL",1045
"305","36361","Dale County","AL",1045
"306","36352","Dale County","AL",1045
"307","36761","Dallas County","AL",1047
"308","36767","Dallas County","AL",1047
"310","36773","Dallas County","AL",1047
"312","36785","Dallas County","AL",1047
"313","36759","Dallas County","AL",1047
"316","36775","Dallas County","AL",1047
"317","35962","DeKalb County","AL",1049
"318","35968","DeKalb County","AL",1049
"319","35765","DeKalb County","AL",1049
"321","35986","DeKalb County","AL",1049
"323","35971","DeKalb County","AL",1049
"325","35956","DeKalb County","AL",1049
"326","35989","DeKalb County","AL",1049
"327","35988","DeKalb County","AL",1049
"328","35771","DeKalb County","AL",1049
"330","35978","DeKalb County","AL",1049
"331","35966","DeKalb County","AL",1049
"332","35963","DeKalb County","AL",1049
"333","35979","DeKalb County","AL",1049
"334","35975","DeKalb County","AL",1049
"336","35974","DeKalb County","AL",1049
"337","35951","DeKalb County","AL",1049
"338","35981","DeKalb County","AL",1049
"340","35954","DeKalb County","AL",1049
"342","36054","Elmore County","AL",1051
"348","36024","Elmore County","AL",1051
"350","36025","Elmore County","AL",1051
"351","36020","Elmore County","AL",1051
"353","36093","Elmore County","AL",1051
"354","36078","Elmore County","AL",1051
"355","36092","Elmore County","AL",1051
"358","36543","Escambia County","AL",1053
"359","36441","Escambia County","AL",1053
"365","36503","Escambia County","AL",1053
"366","35902","Etowah County","AL",1055
"368","35906","Etowah County","AL",1055
"373","35972","Etowah County","AL",1055
"376","35990","Etowah County","AL",1055
"377","35904","Etowah County","AL",1055
"380","35907","Etowah County","AL",1055
"383","35574","Fayette County","AL",1057
"384","35594","Fayette County","AL",1057
"385","35545","Fayette County","AL",1057
"386","35546","Fayette County","AL",1057
"387","35554","Fayette County","AL",1057
"388","35555","Fayette County","AL",1057
"389","35579","Fayette County","AL",1057
"390","35549","Fayette County","AL",1057
"391","35563","Fayette County","AL",1057
"392","35559","Fayette County","AL",1057
"393","35542","Fayette County","AL",1057
"396","35593","Franklin County","AL",1059
"397","35585","Franklin County","AL",1059
"399","35571","Franklin County","AL",1059
"400","35565","Franklin County","AL",1059
"401","35581","Franklin County","AL",1059
"404","35564","Franklin County","AL",1059
"405","36344","Geneva County","AL",1061
"406","36313","Geneva County","AL",1061
"408","36375","Geneva County","AL",1061
"412","36340","Geneva County","AL",1061
"415","36301","Geneva County","AL",1061
"416","36314","Geneva County","AL",1061
"418","36305","Geneva County","AL",1061
"419","36349","Geneva County","AL",1061
"420","35462","Greene County","AL",1063
"421","35491","Greene County","AL",1063
"422","35469","Greene County","AL",1063
"423","35480","Greene County","AL",1063
"424","35443","Greene County","AL",1063
"425","35464","Greene County","AL",1063
"426","36740","Greene County","AL",1063
"427","35463","Greene County","AL",1063
"428","35448","Greene County","AL",1063
"429","35441","Hale County","AL",1065
"430","36765","Hale County","AL",1065
"431","36738","Hale County","AL",1065
"432","36744","Hale County","AL",1065
"433","36786","Hale County","AL",1065
"434","36756","Hale County","AL",1065
"435","35474","Hale County","AL",1065
"436","36776","Hale County","AL",1065
"437","36742","Hale County","AL",1065
"439","36319","Henry County","AL",1067
"443","36373","Henry County","AL",1067
"444","36310","Henry County","AL",1067
"448","36321","Houston County","AL",1069
"451","36343","Houston County","AL",1069
"453","36320","Houston County","AL",1069
"456","36312","Houston County","AL",1069
"457","36370","Houston County","AL",1069
"458","36302","Houston County","AL",1069
"459","36376","Houston County","AL",1069
"461","35772","Jackson County","AL",1071
"462","35744","Jackson County","AL",1071
"464","35769","Jackson County","AL",1071
"465","35748","Jackson County","AL",1071
"466","35768","Jackson County","AL",1071
"467","35752","Jackson County","AL",1071
"469","35766","Jackson County","AL",1071
"471","35776","Jackson County","AL",1071
"472","35755","Jackson County","AL",1071
"473","35764","Jackson County","AL",1071
"475","35958","Jackson County","AL",1071
"476","35746","Jackson County","AL",1071
"478","35774","Jackson County","AL",1071
"479","35740","Jackson County","AL",1071
"480","35745","Jackson County","AL",1071
"481","35751","Jackson County","AL",1071
"482","35212","Jefferson County","AL",1073
"483","35215","Jefferson County","AL",1073
"484","35173","Jefferson County","AL",1073
"485","35205","Jefferson County","AL",1073
"487","35232","Jefferson County","AL",1073
"488","35218","Jefferson County","AL",1073
"489","35444","Jefferson County","AL",1073
"490","35048","Jefferson County","AL",1073
"491","35254","Jefferson County","AL",1073
"492","35181","Jefferson County","AL",1073
"494","35294","Jefferson County","AL",1073
"496","35130","Jefferson County","AL",1073
"497","35208","Jefferson County","AL",1073
"498","35224","Jefferson County","AL",1073
"499","35202","Jefferson County","AL",1073
"500","35209","Jefferson County","AL",1073
"501","35235","Jefferson County","AL",1073
"502","35091","Jefferson County","AL",1073
"505","35061","Jefferson County","AL",1073
"506","35207","Jefferson County","AL",1073
"507","35211","Jefferson County","AL",1073
"508","35217","Jefferson County","AL",1073
"509","35219","Jefferson County","AL",1073
"510","35116","Jefferson County","AL",1073
"511","35062","Jefferson County","AL",1073
"512","35127","Jefferson County","AL",1073
"513","35210","Jefferson County","AL",1073
"514","35214","Jefferson County","AL",1073
"515","35222","Jefferson County","AL",1073
"516","35006","Jefferson County","AL",1073
"517","35023","Jefferson County","AL",1073
"518","35022","Jefferson County","AL",1073
"519","35243","Jefferson County","AL",1073
"520","35244","Jefferson County","AL",1073
"521","35236","Jefferson County","AL",1073
"522","35270","Jefferson County","AL",1073
"523","35295","Jefferson County","AL",1073
"524","35119","Jefferson County","AL",1073
"525","35015","Jefferson County","AL",1073
"526","35139","Jefferson County","AL",1073
"528","35073","Jefferson County","AL",1073
"529","35117","Jefferson County","AL",1073
"530","35216","Jefferson County","AL",1073
"531","35223","Jefferson County","AL",1073
"532","35020","Jefferson County","AL",1073
"533","35242","Jefferson County","AL",1073
"534","35234","Jefferson County","AL",1073
"535","35231","Jefferson County","AL",1073
"536","35220","Jefferson County","AL",1073
"537","35229","Jefferson County","AL",1073
"538","35123","Jefferson County","AL",1073
"539","35060","Jefferson County","AL",1073
"540","35293","Jefferson County","AL",1073
"541","35206","Jefferson County","AL",1073
"542","35226","Jefferson County","AL",1073
"543","35213","Jefferson County","AL",1073
"544","35228","Jefferson County","AL",1073
"546","35255","Jefferson County","AL",1073
"548","35249","Jefferson County","AL",1073
"549","35064","Jefferson County","AL",1073
"550","35005","Jefferson County","AL",1073
"551","35021","Jefferson County","AL",1073
"552","35036","Jefferson County","AL",1073
"553","35285","Jefferson County","AL",1073
"554","35080","Jefferson County","AL",1073
"555","35094","Jefferson County","AL",1073
"556","35068","Jefferson County","AL",1073
"557","35071","Jefferson County","AL",1073
"558","35118","Jefferson County","AL",1073
"559","35204","Jefferson County","AL",1073
"560","35203","Jefferson County","AL",1073
"561","35221","Jefferson County","AL",1073
"562","35201","Jefferson County","AL",1073
"563","35233","Jefferson County","AL",1073
"564","35266","Jefferson County","AL",1073
"565","35259","Jefferson County","AL",1073
"566","35260","Jefferson County","AL",1073
"567","35253","Jefferson County","AL",1073
"568","35261","Jefferson County","AL",1073
"569","35148","Jefferson County","AL",1073
"570","35142","Jefferson County","AL",1073
"571","35586","Lamar County","AL",1075
"573","35544","Lamar County","AL",1075
"574","35552","Lamar County","AL",1075
"575","35576","Lamar County","AL",1075
"576","35592","Lamar County","AL",1075
"578","35570","Lamar County","AL",1075
"580","35677","Lauderdale County","AL",1077
"581","35614","Lauderdale County","AL",1077
"582","35617","Lauderdale County","AL",1077
"583","35633","Lauderdale County","AL",1077
"584","35648","Lauderdale County","AL",1077
"585","35630","Lauderdale County","AL",1077
"586","35634","Lauderdale County","AL",1077
"587","35652","Lauderdale County","AL",1077
"588","35631","Lauderdale County","AL",1077
"589","35645","Lauderdale County","AL",1077
"590","35610","Lauderdale County","AL",1077
"591","35632","Lauderdale County","AL",1077
"592","35650","Lawrence County","AL",1079
"594","35643","Lawrence County","AL",1079
"595","35651","Lawrence County","AL",1079
"596","35603","Lawrence County","AL",1079
"597","35618","Lawrence County","AL",1079
"599","35673","Lawrence County","AL",1079
"601","36865","Lee County","AL",1081
"602","36832","Lee County","AL",1081
"603","36804","Lee County","AL",1081
"604","36849","Lee County","AL",1081
"605","36867","Lee County","AL",1081
"607","36831","Lee County","AL",1081
"608","36877","Lee County","AL",1081
"612","36874","Lee County","AL",1081
"613","36866","Lee County","AL",1081
"614","36870","Lee County","AL",1081
"617","36803","Lee County","AL",1081
"618","35611","Limestone County","AL",1083
"619","35612","Limestone County","AL",1083
"620","35739","Limestone County","AL",1083
"621","35749","Limestone County","AL",1083
"622","35613","Limestone County","AL",1083
"625","35649","Limestone County","AL",1083
"626","35757","Limestone County","AL",1083
"627","35671","Limestone County","AL",1083
"628","35620","Limestone County","AL",1083
"629","35742","Limestone County","AL",1083
"630","35773","Limestone County","AL",1083
"631","35647","Limestone County","AL",1083
"632","35615","Limestone County","AL",1083
"633","35756","Limestone County","AL",1083
"635","36047","Lowndes County","AL",1085
"637","36040","Lowndes County","AL",1085
"639","36752","Lowndes County","AL",1085
"641","36043","Lowndes County","AL",1085
"647","36013","Macon County","AL",1087
"648","36075","Macon County","AL",1087
"649","36083","Macon County","AL",1087
"650","36088","Macon County","AL",1087
"654","36039","Macon County","AL",1087
"658","36087","Macon County","AL",1087
"659","35806","Madison County","AL",1089
"660","35807","Madison County","AL",1089
"661","35897","Madison County","AL",1089
"662","35750","Madison County","AL",1089
"663","35814","Madison County","AL",1089
"664","35899","Madison County","AL",1089
"665","35893","Madison County","AL",1089
"666","35810","Madison County","AL",1089
"667","35805","Madison County","AL",1089
"670","35815","Madison County","AL",1089
"671","35767","Madison County","AL",1089
"672","35763","Madison County","AL",1089
"673","35758","Madison County","AL",1089
"674","35803","Madison County","AL",1089
"675","35808","Madison County","AL",1089
"677","35804","Madison County","AL",1089
"678","35760","Madison County","AL",1089
"679","35762","Madison County","AL",1089
"680","35895","Madison County","AL",1089
"681","35898","Madison County","AL",1089
"682","35741","Madison County","AL",1089
"683","35759","Madison County","AL",1089
"686","35812","Madison County","AL",1089
"687","35802","Madison County","AL",1089
"688","35816","Madison County","AL",1089
"690","35813","Madison County","AL",1089
"691","35809","Madison County","AL",1089
"692","35896","Madison County","AL",1089
"693","35801","Madison County","AL",1089
"695","35761","Madison County","AL",1089
"696","35811","Madison County","AL",1089
"697","35824","Madison County","AL",1089
"698","35894","Madison County","AL",1089
"699","36745","Marengo County","AL",1091
"701","36728","Marengo County","AL",1091
"702","36722","Marengo County","AL",1091
"704","36763","Marengo County","AL",1091
"707","36732","Marengo County","AL",1091
"708","36748","Marengo County","AL",1091
"709","36754","Marengo County","AL",1091
"710","36736","Marengo County","AL",1091
"711","36783","Marengo County","AL",1091
"715","36764","Marengo County","AL",1091
"717","36769","Marengo County","AL",1091
"727","35548","Marion County","AL",1093
"729","35543","Marion County","AL",1093
"734","35754","Marshall County","AL",1095
"735","35747","Marshall County","AL",1095
"739","35964","Marshall County","AL",1095
"740","35175","Marshall County","AL",1095
"747","35950","Marshall County","AL",1095
"749","36688","Mobile County","AL",1097
"750","36505","Mobile County","AL",1097
"751","36618","Mobile County","AL",1097
"752","36608","Mobile County","AL",1097
"753","36611","Mobile County","AL",1097
"754","36602","Mobile County","AL",1097
"755","36590","Mobile County","AL",1097
"756","36670","Mobile County","AL",1097
"757","36560","Mobile County","AL",1097
"758","36521","Mobile County","AL",1097
"759","36575","Mobile County","AL",1097
"760","36544","Mobile County","AL",1097
"761","36619","Mobile County","AL",1097
"762","36652","Mobile County","AL",1097
"763","36685","Mobile County","AL",1097
"764","36528","Mobile County","AL",1097
"765","36522","Mobile County","AL",1097
"766","36525","Mobile County","AL",1097
"767","36571","Mobile County","AL",1097
"768","36572","Mobile County","AL",1097
"769","36582","Mobile County","AL",1097
"770","36603","Mobile County","AL",1097
"771","36606","Mobile County","AL",1097
"772","36689","Mobile County","AL",1097
"773","36644","Mobile County","AL",1097
"774","36675","Mobile County","AL",1097
"775","36523","Mobile County","AL",1097
"776","36604","Mobile County","AL",1097
"777","36695","Mobile County","AL",1097
"778","36587","Mobile County","AL",1097
"779","36617","Mobile County","AL",1097
"780","36691","Mobile County","AL",1097
"781","36509","Mobile County","AL",1097
"782","36640","Mobile County","AL",1097
"783","36663","Mobile County","AL",1097
"784","36512","Mobile County","AL",1097
"785","36612","Mobile County","AL",1097
"786","36693","Mobile County","AL",1097
"787","36601","Mobile County","AL",1097
"788","36660","Mobile County","AL",1097
"789","36568","Mobile County","AL",1097
"790","36605","Mobile County","AL",1097
"791","36671","Mobile County","AL",1097
"792","36609","Mobile County","AL",1097
"793","36616","Mobile County","AL",1097
"794","36541","Mobile County","AL",1097
"795","36610","Mobile County","AL",1097
"796","36607","Mobile County","AL",1097
"797","36613","Mobile County","AL",1097
"798","36615","Mobile County","AL",1097
"799","36633","Mobile County","AL",1097
"801","36481","Monroe County","AL",1099
"803","36444","Monroe County","AL",1099
"806","36470","Monroe County","AL",1099
"811","36768","Monroe County","AL",1099
"812","36445","Monroe County","AL",1099
"813","36425","Monroe County","AL",1099
"814","36726","Monroe County","AL",1099
"816","36439","Monroe County","AL",1099
"817","36458","Monroe County","AL",1099
"818","36105","Montgomery County","AL",1101
"819","36117","Montgomery County","AL",1101
"820","36069","Montgomery County","AL",1101
"821","36124","Montgomery County","AL",1101
"822","36118","Montgomery County","AL",1101
"825","36065","Montgomery County","AL",1101
"826","36106","Montgomery County","AL",1101
"827","36064","Montgomery County","AL",1101
"828","36110","Montgomery County","AL",1101
"830","36119","Montgomery County","AL",1101
"831","36116","Montgomery County","AL",1101
"833","36130","Montgomery County","AL",1101
"834","36109","Montgomery County","AL",1101
"835","36113","Montgomery County","AL",1101
"836","36123","Montgomery County","AL",1101
"837","36111","Montgomery County","AL",1101
"838","36101","Montgomery County","AL",1101
"839","36102","Montgomery County","AL",1101
"840","36121","Montgomery County","AL",1101
"842","36104","Montgomery County","AL",1101
"846","36057","Montgomery County","AL",1101
"847","36107","Montgomery County","AL",1101
"848","36125","Montgomery County","AL",1101
"850","36120","Montgomery County","AL",1101
"851","36103","Montgomery County","AL",1101
"852","36114","Montgomery County","AL",1101
"853","36112","Montgomery County","AL",1101
"854","36108","Montgomery County","AL",1101
"855","36115","Montgomery County","AL",1101
"856","36131","Montgomery County","AL",1101
"857","35601","Morgan County","AL",1103
"863","35602","Morgan County","AL",1103
"865","35775","Morgan County","AL",1103
"869","35640","Morgan County","AL",1103
"881","35466","Pickens County","AL",1107
"882","35461","Pickens County","AL",1107
"883","35481","Pickens County","AL",1107
"884","35442","Pickens County","AL",1107
"887","35447","Pickens County","AL",1107
"888","35471","Pickens County","AL",1107
"891","36082","Pike County","AL",1109
"900","36280","Randolph County","AL",1111
"903","36278","Randolph County","AL",1111
"905","36263","Randolph County","AL",1111
"908","36871","Russell County","AL",1113
"909","36869","Russell County","AL",1113
"911","36875","Russell County","AL",1113
"912","36858","Russell County","AL",1113
"916","36856","Russell County","AL",1113
"917","36851","Russell County","AL",1113
"918","36868","Russell County","AL",1113
"920","35054","St. Clair County","AL",1115
"922","35135","St. Clair County","AL",1115
"924","35182","St. Clair County","AL",1115
"925","35178","St. Clair County","AL",1115
"926","35120","St. Clair County","AL",1115
"927","35004","St. Clair County","AL",1115
"928","35131","St. Clair County","AL",1115
"930","35052","St. Clair County","AL",1115
"931","35987","St. Clair County","AL",1115
"933","35125","St. Clair County","AL",1115
"938","35112","St. Clair County","AL",1115
"939","35128","St. Clair County","AL",1115
"940","35953","St. Clair County","AL",1115
"941","35124","Shelby County","AL",1117
"942","35051","Shelby County","AL",1117
"943","35078","Shelby County","AL",1117
"944","35143","Shelby County","AL",1117
"947","35187","Shelby County","AL",1117
"949","35043","Shelby County","AL",1117
"950","35114","Shelby County","AL",1117
"951","35007","Shelby County","AL",1117
"961","35238","Shelby County","AL",1117
"962","35147","Shelby County","AL",1117
"963","35137","Shelby County","AL",1117
"964","35185","Shelby County","AL",1117
"965","35186","Shelby County","AL",1117
"966","35176","Shelby County","AL",1117
"968","35459","Sumter County","AL",1119
"969","35460","Sumter County","AL",1119
"971","35477","Sumter County","AL",1119
"972","35470","Sumter County","AL",1119
"973","36907","Sumter County","AL",1119
"975","36901","Sumter County","AL",1119
"977","36925","Sumter County","AL",1119
"982","35044","Talladega County","AL",1121
"984","35014","Talladega County","AL",1121
"987","35149","Talladega County","AL",1121
"988","35032","Talladega County","AL",1121
"998","36861","Tallapoosa County","AL",1123
"1002","36853","Tallapoosa County","AL",1123
"1005","35457","Tuscaloosa County","AL",1125
"1007","35468","Tuscaloosa County","AL",1125
"1008","35453","Tuscaloosa County","AL",1125
"1009","35486","Tuscaloosa County","AL",1125
"1011","35449","Tuscaloosa County","AL",1125
"1012","35405","Tuscaloosa County","AL",1125
"1014","35402","Tuscaloosa County","AL",1125
"1015","35403","Tuscaloosa County","AL",1125
"1017","35478","Tuscaloosa County","AL",1125
"1022","35452","Tuscaloosa County","AL",1125
"1023","35490","Tuscaloosa County","AL",1125
"1026","35440","Tuscaloosa County","AL",1125
"1027","35401","Tuscaloosa County","AL",1125
"1028","35475","Tuscaloosa County","AL",1125
"1030","35482","Tuscaloosa County","AL",1125
"1032","35404","Tuscaloosa County","AL",1125
"1033","35473","Tuscaloosa County","AL",1125
"1034","35476","Tuscaloosa County","AL",1125
"1035","35446","Tuscaloosa County","AL",1125
"1036","35458","Tuscaloosa County","AL",1125
"1039","35406","Tuscaloosa County","AL",1125
"1040","35407","Tuscaloosa County","AL",1125
"1044","35587","Walker County","AL",1127
"1046","35560","Walker County","AL",1127
"1047","35550","Walker County","AL",1127
"1049","35580","Walker County","AL",1127
"1050","35502","Walker County","AL",1127
"1052","35501","Walker County","AL",1127
"1053","35503","Walker County","AL",1127
"1054","35038","Walker County","AL",1127
"1055","35584","Walker County","AL",1127
"1056","35573","Walker County","AL",1127
"1058","35504","Walker County","AL",1127
"1062","35578","Walker County","AL",1127
"1064","36529","Washington County","AL",1129
"1065","36583","Washington County","AL",1129
"1067","36548","Washington County","AL",1129
"1068","36538","Washington County","AL",1129
"1069","36513","Washington County","AL",1129
"1070","36553","Washington County","AL",1129
"1071","36581","Washington County","AL",1129
"1072","36518","Washington County","AL",1129
"1074","36584","Washington County","AL",1129
"1075","36569","Washington County","AL",1129
"1076","36585","Washington County","AL",1129
"1077","36539","Washington County","AL",1129
"1078","36556","Washington County","AL",1129
"1079","36435","Wilcox County","AL",1131
"1082","36720","Wilcox County","AL",1131
"1086","36741","Wilcox County","AL",1131
"1087","36766","Wilcox County","AL",1131
"1092","36753","Wilcox County","AL",1131
