"","ZIP","COUNTYNAME","STATE","STCOUNTYFP"
"10548","83237","Franklin County","ID",16041
"10549","83228","Franklin County","ID",16041
"10550","83263","Franklin County","ID",16041
"10551","83232","Franklin County","ID",16041
"10552","83283","Franklin County","ID",16041
"10553","83286","Franklin County","ID",16041
"10555","83425","Fremont County","ID",16043
"10556","83445","Fremont County","ID",16043
"10557","83448","Fremont County","ID",16043
"10558","83436","Fremont County","ID",16043
"10559","83440","Fremont County","ID",16043
"10560","83429","Fremont County","ID",16043
"10561","83451","Fremont County","ID",16043
"10562","83433","Fremont County","ID",16043
"10563","83438","Fremont County","ID",16043
"10564","83420","Fremont County","ID",16043
"10565","83421","Fremont County","ID",16043
"10568","83657","Gem County","ID",16045
"10569","83655","Gem County","ID",16045
"10570","83636","Gem County","ID",16045
"10571","83617","Gem County","ID",16045
"10574","83316","Gooding County","ID",16047
"10575","83355","Gooding County","ID",16047
"10576","83330","Gooding County","ID",16047
"10577","83332","Gooding County","ID",16047
"10578","83314","Gooding County","ID",16047
"10579","83338","Gooding County","ID",16047
"10580","83337","Gooding County","ID",16047
"10582","83549","Idaho County","ID",16049
"10583","83671","Idaho County","ID",16049
"10584","83539","Idaho County","ID",16049
"10585","83552","Idaho County","ID",16049
"10587","83530","Idaho County","ID",16049
"10588","83526","Idaho County","ID",16049
"10589","83536","Idaho County","ID",16049
"10590","83542","Idaho County","ID",16049
"10591","83522","Idaho County","ID",16049
"10592","83525","Idaho County","ID",16049
"10593","83554","Idaho County","ID",16049
"10594","83533","Idaho County","ID",16049
"10599","83450","Jefferson County","ID",16051
"10601","83431","Jefferson County","ID",16051
"10602","83434","Jefferson County","ID",16051
"10604","83444","Jefferson County","ID",16051
"10605","83347","Jerome County","ID",16053
"10606","83335","Jerome County","ID",16053
"10607","83325","Jerome County","ID",16053
"10608","83301","Jerome County","ID",16053
"10610","83810","Kootenai County","ID",16055
"10611","83835","Kootenai County","ID",16055
"10613","83815","Kootenai County","ID",16055
"10614","83877","Kootenai County","ID",16055
"10615","83814","Kootenai County","ID",16055
"10616","83858","Kootenai County","ID",16055
"10621","83816","Kootenai County","ID",16055
"10622","83854","Kootenai County","ID",16055
"10625","83842","Kootenai County","ID",16055
"10626","83823","Latah County","ID",16057
"10627","83834","Latah County","ID",16057
"10628","83844","Latah County","ID",16057
"10630","83843","Latah County","ID",16057
"10631","83872","Latah County","ID",16057
"10632","83871","Latah County","ID",16057
"10633","83806","Latah County","ID",16057
"10634","83857","Latah County","ID",16057
"10636","83832","Latah County","ID",16057
"10637","83855","Latah County","ID",16057
"10638","83535","Latah County","ID",16057
"10639","83464","Lemhi County","ID",16059
"10640","83229","Lemhi County","ID",16059
"10642","83469","Lemhi County","ID",16059
"10644","83462","Lemhi County","ID",16059
"10645","83465","Lemhi County","ID",16059
"10646","83463","Lemhi County","ID",16059
"10647","83467","Lemhi County","ID",16059
"10648","83466","Lemhi County","ID",16059
"10649","83468","Lemhi County","ID",16059
"10650","83543","Lewis County","ID",16061
"10652","83545","Lewis County","ID",16061
"10653","83523","Lewis County","ID",16061
"10654","83524","Lewis County","ID",16061
"10655","83548","Lewis County","ID",16061
"10656","83555","Lewis County","ID",16061
"10658","83324","Lincoln County","ID",16063
"10660","83349","Lincoln County","ID",16063
"10668","83422","Madison County","ID",16065
"10669","83441","Madison County","ID",16065
"10670","83452","Madison County","ID",16065
"10672","83460","Madison County","ID",16065
"10675","83343","Minidoka County","ID",16067
"10677","83336","Minidoka County","ID",16067
"10681","83540","Nez Perce County","ID",16069
"10683","83501","Nez Perce County","ID",16069
"10688","83243","Oneida County","ID",16071
"10689","83252","Oneida County","ID",16071
"10690","83302","Owyhee County","ID",16073
"10691","83628","Owyhee County","ID",16073
"10693","83639","Owyhee County","ID",16073
"10695","83650","Owyhee County","ID",16073
"10696","83604","Owyhee County","ID",16073
"10698","83661","Payette County","ID",16075
"10701","83619","Payette County","ID",16075
"10704","83212","Power County","ID",16077
"10706","83271","Power County","ID",16077
"10707","83868","Shoshone County","ID",16079
"10708","83846","Shoshone County","ID",16079
"10709","83874","Shoshone County","ID",16079
"10710","83839","Shoshone County","ID",16079
"10712","83802","Shoshone County","ID",16079
"10713","83850","Shoshone County","ID",16079
"10714","83808","Shoshone County","ID",16079
"10715","83867","Shoshone County","ID",16079
"10716","83812","Shoshone County","ID",16079
"10717","83873","Shoshone County","ID",16079
"10718","83837","Shoshone County","ID",16079
"10719","83849","Shoshone County","ID",16079
"10722","83424","Teton County","ID",16081
"10723","83455","Teton County","ID",16081
"10727","83321","Twin Falls County","ID",16083
"10728","83303","Twin Falls County","ID",16083
"10730","83334","Twin Falls County","ID",16083
"10732","83341","Twin Falls County","ID",16083
"10735","83328","Twin Falls County","ID",16083
"10737","83615","Valley County","ID",16085
"10738","83611","Valley County","ID",16085
"10739","83677","Valley County","ID",16085
"10742","83635","Valley County","ID",16085
"10743","83645","Washington County","ID",16087
"10744","83610","Washington County","ID",16087
"10745","83672","Washington County","ID",16087
"10748","62338","Adams County","IL",17001
"10749","62320","Adams County","IL",17001
"10750","62346","Adams County","IL",17001
"10751","62348","Adams County","IL",17001
"10752","62305","Adams County","IL",17001
"10753","62360","Adams County","IL",17001
"10754","62347","Adams County","IL",17001
"10755","62376","Adams County","IL",17001
"10756","62365","Adams County","IL",17001
"10757","62343","Adams County","IL",17001
"10758","62324","Adams County","IL",17001
"10759","62349","Adams County","IL",17001
"10760","62359","Adams County","IL",17001
"10761","62380","Adams County","IL",17001
"10762","62301","Adams County","IL",17001
"10763","62316","Adams County","IL",17001
"10764","62373","Adams County","IL",17001
"10765","62325","Adams County","IL",17001
"10766","62351","Adams County","IL",17001
"10767","62339","Adams County","IL",17001
"10768","62312","Adams County","IL",17001
"10769","62314","Adams County","IL",17001
"10770","62311","Adams County","IL",17001
"10771","62306","Adams County","IL",17001
"10772","62379","Adams County","IL",17001
"10773","62914","Alexander County","IL",17003
"10774","62988","Alexander County","IL",17003
"10775","62992","Alexander County","IL",17003
"10776","62952","Alexander County","IL",17003
"10777","62969","Alexander County","IL",17003
"10778","62962","Alexander County","IL",17003
"10779","62990","Alexander County","IL",17003
"10780","62993","Alexander County","IL",17003
"10781","62957","Alexander County","IL",17003
"10782","62086","Bond County","IL",17005
"10783","62017","Bond County","IL",17005
"10784","62284","Bond County","IL",17005
"10785","62262","Bond County","IL",17005
"10786","62275","Bond County","IL",17005
"10787","62231","Bond County","IL",17005
"10788","62246","Bond County","IL",17005
"10789","62074","Bond County","IL",17005
"10790","62253","Bond County","IL",17005
"10791","62019","Bond County","IL",17005
"10792","62249","Bond County","IL",17005
"10793","61114","Boone County","IL",17007
"10794","60152","Boone County","IL",17007
"10795","61107","Boone County","IL",17007
"10796","61065","Boone County","IL",17007
"10797","61108","Boone County","IL",17007
"10798","61008","Boone County","IL",17007
"10799","61012","Boone County","IL",17007
"10800","61038","Boone County","IL",17007
"10801","60146","Boone County","IL",17007
"10802","60135","Boone County","IL",17007
"10803","61011","Boone County","IL",17007
"10804","61016","Boone County","IL",17007
"10805","60033","Boone County","IL",17007
"10806","60145","Boone County","IL",17007
"10807","61080","Boone County","IL",17007
"10808","61111","Boone County","IL",17007
"10809","61073","Boone County","IL",17007
"10810","62375","Brown County","IL",17009
"10811","62378","Brown County","IL",17009
"10812","62353","Brown County","IL",17009
"10813","61356","Bureau County","IL",17011
"10814","61376","Bureau County","IL",17011
"10815","61312","Bureau County","IL",17011
"10816","61349","Bureau County","IL",17011
"10817","61338","Bureau County","IL",17011
"10818","61317","Bureau County","IL",17011
"10819","61359","Bureau County","IL",17011
"10820","61322","Bureau County","IL",17011
"10821","61283","Bureau County","IL",17011
"10822","61361","Bureau County","IL",17011
"10823","61320","Bureau County","IL",17011
"10824","61329","Bureau County","IL",17011
"10825","61345","Bureau County","IL",17011
"10826","61315","Bureau County","IL",17011
"10827","61342","Bureau County","IL",17011
"10828","61323","Bureau County","IL",17011
"10829","61346","Bureau County","IL",17011
"10830","61379","Bureau County","IL",17011
"10831","61421","Bureau County","IL",17011
"10832","61314","Bureau County","IL",17011
"10833","61354","Bureau County","IL",17011
"10834","61560","Bureau County","IL",17011
"10835","61328","Bureau County","IL",17011
"10836","61374","Bureau County","IL",17011
"10837","61330","Bureau County","IL",17011
"10838","61362","Bureau County","IL",17011
"10839","61344","Bureau County","IL",17011
"10840","61368","Bureau County","IL",17011
"10841","61337","Bureau County","IL",17011
"10842","62047","Calhoun County","IL",17013
"10843","62053","Calhoun County","IL",17013
"10844","62065","Calhoun County","IL",17013
"10845","62355","Calhoun County","IL",17013
"10846","62006","Calhoun County","IL",17013
"10847","62070","Calhoun County","IL",17013
"10848","62036","Calhoun County","IL",17013
"10849","62013","Calhoun County","IL",17013
"10850","62045","Calhoun County","IL",17013
"10851","61014","Carroll County","IL",17015
"10852","61046","Carroll County","IL",17015
"10853","61053","Carroll County","IL",17015
"10854","61074","Carroll County","IL",17015
"10855","61252","Carroll County","IL",17015
"10856","61285","Carroll County","IL",17015
"10857","61051","Carroll County","IL",17015
"10858","61062","Carroll County","IL",17015
"10859","61078","Carroll County","IL",17015
"10860","61028","Carroll County","IL",17015
"10861","61064","Carroll County","IL",17015
"10862","62612","Cass County","IL",17017
"10863","62611","Cass County","IL",17017
"10864","62665","Cass County","IL",17017
"10865","62673","Cass County","IL",17017
"10866","62627","Cass County","IL",17017
"10867","62622","Cass County","IL",17017
"10868","62691","Cass County","IL",17017
"10869","62618","Cass County","IL",17017
"10870","62675","Cass County","IL",17017
"10871","61803","Champaign County","IL",17019
"10872","61880","Champaign County","IL",17019
"10873","61859","Champaign County","IL",17019
"10874","61825","Champaign County","IL",17019
"10875","61871","Champaign County","IL",17019
"10876","60957","Champaign County","IL",17019
"10877","61822","Champaign County","IL",17019
"10878","61826","Champaign County","IL",17019
"10879","61872","Champaign County","IL",17019
"10880","61847","Champaign County","IL",17019
"10881","61878","Champaign County","IL",17019
"10882","61851","Champaign County","IL",17019
"10883","61884","Champaign County","IL",17019
"10884","61852","Champaign County","IL",17019
"10885","61820","Champaign County","IL",17019
"10886","61864","Champaign County","IL",17019
"10887","61956","Champaign County","IL",17019
"10888","61815","Champaign County","IL",17019
"10889","61953","Champaign County","IL",17019
"10890","61853","Champaign County","IL",17019
"10891","61840","Champaign County","IL",17019
"10892","61845","Champaign County","IL",17019
"10893","61810","Champaign County","IL",17019
"10894","61824","Champaign County","IL",17019
"10895","61843","Champaign County","IL",17019
"10896","61862","Champaign County","IL",17019
"10897","60960","Champaign County","IL",17019
"10898","61801","Champaign County","IL",17019
"10899","61816","Champaign County","IL",17019
"10900","60949","Champaign County","IL",17019
"10901","61863","Champaign County","IL",17019
"10902","60936","Champaign County","IL",17019
"10903","61802","Champaign County","IL",17019
"10904","61866","Champaign County","IL",17019
"10905","61849","Champaign County","IL",17019
"10906","61877","Champaign County","IL",17019
"10907","61821","Champaign County","IL",17019
"10908","61874","Champaign County","IL",17019
"10909","61873","Champaign County","IL",17019
"10910","61875","Champaign County","IL",17019
"10911","61854","Champaign County","IL",17019
"10912","62513","Christian County","IL",17021
"10913","62083","Christian County","IL",17021
"10914","62567","Christian County","IL",17021
"10915","62570","Christian County","IL",17021
"10916","62558","Christian County","IL",17021
"10917","62075","Christian County","IL",17021
"10918","62555","Christian County","IL",17021
"10919","62545","Christian County","IL",17021
"10920","62510","Christian County","IL",17021
"10921","62550","Christian County","IL",17021
"10922","62557","Christian County","IL",17021
"10923","62568","Christian County","IL",17021
"10924","62517","Christian County","IL",17021
"10925","62540","Christian County","IL",17021
"10926","62538","Christian County","IL",17021
"10927","62563","Christian County","IL",17021
"10928","62531","Christian County","IL",17021
"10929","62546","Christian County","IL",17021
"10930","62556","Christian County","IL",17021
"10931","62547","Christian County","IL",17021
"10932","62441","Clark County","IL",17023
"10933","62477","Clark County","IL",17023
"10934","61933","Clark County","IL",17023
"10935","62442","Clark County","IL",17023
"10936","62478","Clark County","IL",17023
"10937","62449","Clark County","IL",17023
"10938","62420","Clark County","IL",17023
"10939","62423","Clark County","IL",17023
"10940","62474","Clark County","IL",17023
"10941","62413","Clark County","IL",17023
"10942","62824","Clay County","IL",17025
"10943","62858","Clay County","IL",17025
"10944","62868","Clay County","IL",17025
"10945","62899","Clay County","IL",17025
"10946","62838","Clay County","IL",17025
"10947","62839","Clay County","IL",17025
"10948","62434","Clay County","IL",17025
"10949","62443","Clay County","IL",17025
"10950","62448","Clay County","IL",17025
"10951","62879","Clay County","IL",17025
"10952","62426","Clay County","IL",17025
"10954","62245","Clinton County","IL",17027
"10956","62219","Clinton County","IL",17027
"10957","62266","Clinton County","IL",17027
"10958","62250","Clinton County","IL",17027
"10959","62252","Clinton County","IL",17027
"10962","62258","Clinton County","IL",17027
"10963","62230","Clinton County","IL",17027
"10964","62265","Clinton County","IL",17027
"10965","62875","Clinton County","IL",17027
"10966","62293","Clinton County","IL",17027
"10967","62216","Clinton County","IL",17027
"10968","62801","Clinton County","IL",17027
"10970","62218","Clinton County","IL",17027
"10971","62215","Clinton County","IL",17027
"10972","62882","Clinton County","IL",17027
"10973","61938","Coles County","IL",17029
"10974","61912","Coles County","IL",17029
"10975","61943","Coles County","IL",17029
"10976","61920","Coles County","IL",17029
"10978","61931","Coles County","IL",17029
"10979","61911","Coles County","IL",17029
"10980","61928","Coles County","IL",17029
"10981","62440","Coles County","IL",17029
"10982","61951","Coles County","IL",17029
"10983","61910","Coles County","IL",17029
"10985","61930","Coles County","IL",17029
"10986","62469","Coles County","IL",17029
"10987","60056","Cook County","IL",17031
"10988","60090","Cook County","IL",17031
"10989","60091","Cook County","IL",17031
"10990","60004","Cook County","IL",17031
"10991","60010","Cook County","IL",17031
"10992","60302","Cook County","IL",17031
"10993","60194","Cook County","IL",17031
"10994","60428","Cook County","IL",17031
"10995","60461","Cook County","IL",17031
"10996","60422","Cook County","IL",17031
"10997","60456","Cook County","IL",17031
"10998","60480","Cook County","IL",17031
"10999","60463","Cook County","IL",17031
"11000","60525","Cook County","IL",17031
"11001","60527","Cook County","IL",17031
"11002","60616","Cook County","IL",17031
"11003","60827","Cook County","IL",17031
"11004","60649","Cook County","IL",17031
"11005","60640","Cook County","IL",17031
"11006","60484","Cook County","IL",17031
"11007","60454","Cook County","IL",17031
"11008","60677","Cook County","IL",17031
"11009","60412","Cook County","IL",17031
"11010","60204","Cook County","IL",17031
"11011","60082","Cook County","IL",17031
"11012","60685","Cook County","IL",17031
"11013","60102","Cook County","IL",17031
"11014","60118","Cook County","IL",17031
"11015","60077","Cook County","IL",17031
"11016","60008","Cook County","IL",17031
"11017","60015","Cook County","IL",17031
"11018","60026","Cook County","IL",17031
"11019","60208","Cook County","IL",17031
"11020","60402","Cook County","IL",17031
"11021","60162","Cook County","IL",17031
"11022","60163","Cook County","IL",17031
"11023","60459","Cook County","IL",17031
"11024","60130","Cook County","IL",17031
"11025","60464","Cook County","IL",17031
"11026","60477","Cook County","IL",17031
"11027","60617","Cook County","IL",17031
"11028","60618","Cook County","IL",17031
"11029","60610","Cook County","IL",17031
"11030","60612","Cook County","IL",17031
"11031","60656","Cook County","IL",17031
"11032","60637","Cook County","IL",17031
"11033","60632","Cook County","IL",17031
"11034","60634","Cook County","IL",17031
"11035","60641","Cook County","IL",17031
"11036","60631","Cook County","IL",17031
"11037","60126","Cook County","IL",17031
"11038","60686","Cook County","IL",17031
"11039","60670","Cook County","IL",17031
"11040","60038","Cook County","IL",17031
"11041","60491","Cook County","IL",17031
"11042","60684","Cook County","IL",17031
"11043","60055","Cook County","IL",17031
"11044","60089","Cook County","IL",17031
"11045","60070","Cook County","IL",17031
"11046","60005","Cook County","IL",17031
"11047","60007","Cook County","IL",17031
"11048","60202","Cook County","IL",17031
"11049","60301","Cook County","IL",17031
"11050","60160","Cook County","IL",17031
"11051","60466","Cook County","IL",17031
"11052","60473","Cook County","IL",17031
"11053","60614","Cook County","IL",17031
"11054","60622","Cook County","IL",17031
"11055","60803","Cook County","IL",17031
"11056","60661","Cook County","IL",17031
"11057","60652","Cook County","IL",17031
"11058","60534","Cook County","IL",17031
"11059","60630","Cook County","IL",17031
"11060","60688","Cook County","IL",17031
"11061","60141","Cook County","IL",17031
"11062","60687","Cook County","IL",17031
"11063","60062","Cook County","IL",17031
"11064","60053","Cook County","IL",17031
"11065","60017","Cook County","IL",17031
"11066","60409","Cook County","IL",17031
"11067","60164","Cook County","IL",17031
"11068","60171","Cook County","IL",17031
"11069","60173","Cook County","IL",17031
"11070","60168","Cook County","IL",17031
"11071","60445","Cook County","IL",17031
"11072","60453","Cook County","IL",17031
"11073","60426","Cook County","IL",17031
"11074","60438","Cook County","IL",17031
"11075","60419","Cook County","IL",17031
"11076","60103","Cook County","IL",17031
"11077","60120","Cook County","IL",17031
"11078","60161","Cook County","IL",17031
"11079","60153","Cook County","IL",17031
"11080","60501","Cook County","IL",17031
"11081","60469","Cook County","IL",17031
"11082","60526","Cook County","IL",17031
"11083","60613","Cook County","IL",17031
"11084","60620","Cook County","IL",17031
"11085","60714","Cook County","IL",17031
"11086","60805","Cook County","IL",17031
"11087","60651","Cook County","IL",17031
"11088","60653","Cook County","IL",17031
"11089","60655","Cook County","IL",17031
"11090","60707","Cook County","IL",17031
"11091","60601","Cook County","IL",17031
"11092","60642","Cook County","IL",17031
"11093","60643","Cook County","IL",17031
"11094","60644","Cook County","IL",17031
"11095","60639","Cook County","IL",17031
"11096","60645","Cook County","IL",17031
"11097","60636","Cook County","IL",17031
"11098","60693","Cook County","IL",17031
"11099","60078","Cook County","IL",17031
"11100","60029","Cook County","IL",17031
"11101","60203","Cook County","IL",17031
"11102","60521","Cook County","IL",17031
"11103","60678","Cook County","IL",17031
"11104","60159","Cook County","IL",17031
"11105","60499","Cook County","IL",17031
"11106","60523","Cook County","IL",17031
"11107","60423","Cook County","IL",17031
"11108","60689","Cook County","IL",17031
"11109","60668","Cook County","IL",17031
"11110","60068","Cook County","IL",17031
"11111","60074","Cook County","IL",17031
"11112","60067","Cook County","IL",17031
"11113","60093","Cook County","IL",17031
"11114","60016","Cook County","IL",17031
"11115","60009","Cook County","IL",17031
"11116","60018","Cook County","IL",17031
"11117","60303","Cook County","IL",17031
"11118","60305","Cook County","IL",17031
"11119","60195","Cook County","IL",17031
"11120","60107","Cook County","IL",17031
"11121","60155","Cook County","IL",17031
"11122","60467","Cook County","IL",17031
"11123","60482","Cook County","IL",17031
"11124","60478","Cook County","IL",17031
"11125","60615","Cook County","IL",17031
"11126","60611","Cook County","IL",17031
"11127","60804","Cook County","IL",17031
"11128","60660","Cook County","IL",17031
"11129","60690","Cook County","IL",17031
"11130","60546","Cook County","IL",17031
"11131","60558","Cook County","IL",17031
"11132","60625","Cook County","IL",17031
"11133","60623","Cook County","IL",17031
"11134","60633","Cook County","IL",17031
"11135","60006","Cook County","IL",17031
"11136","60669","Cook County","IL",17031
"11137","60701","Cook County","IL",17031
"11138","60179","Cook County","IL",17031
"11139","60022","Cook County","IL",17031
"11140","60193","Cook County","IL",17031
"11141","60169","Cook County","IL",17031
"11142","60415","Cook County","IL",17031
"11143","60192","Cook County","IL",17031
"11144","60165","Cook County","IL",17031
"11145","60443","Cook County","IL",17031
"11146","60425","Cook County","IL",17031
"11147","60429","Cook County","IL",17031
"11148","60131","Cook County","IL",17031
"11149","60104","Cook County","IL",17031
"11150","60154","Cook County","IL",17031
"11151","60487","Cook County","IL",17031
"11152","60472","Cook County","IL",17031
"11153","60619","Cook County","IL",17031
"11154","60603","Cook County","IL",17031
"11155","60699","Cook County","IL",17031
"11156","60712","Cook County","IL",17031
"11157","60674","Cook County","IL",17031
"11158","60602","Cook County","IL",17031
"11159","60646","Cook County","IL",17031
"11160","60626","Cook County","IL",17031
"11161","60628","Cook County","IL",17031
"11162","60629","Cook County","IL",17031
"11163","60682","Cook County","IL",17031
"11164","60449","Cook County","IL",17031
"11165","60417","Cook County","IL",17031
"11166","60076","Cook County","IL",17031
"11167","60201","Cook County","IL",17031
"11168","60043","Cook County","IL",17031
"11169","60176","Cook County","IL",17031
"11170","60172","Cook County","IL",17031
"11171","60411","Cook County","IL",17031
"11172","60452","Cook County","IL",17031
"11173","60462","Cook County","IL",17031
"11174","60439","Cook County","IL",17031
"11175","60455","Cook County","IL",17031
"11176","60457","Cook County","IL",17031
"11177","60133","Cook County","IL",17031
"11178","60471","Cook County","IL",17031
"11179","60604","Cook County","IL",17031
"11180","60605","Cook County","IL",17031
"11181","60606","Cook County","IL",17031
"11182","60608","Cook County","IL",17031
"11183","60609","Cook County","IL",17031
"11184","60706","Cook County","IL",17031
"11185","60624","Cook County","IL",17031
"11186","60065","Cook County","IL",17031
"11187","60694","Cook County","IL",17031
"11188","60196","Cook County","IL",17031
"11189","60095","Cook County","IL",17031
"11190","60697","Cook County","IL",17031
"11191","60025","Cook County","IL",17031
"11192","60406","Cook County","IL",17031
"11193","60304","Cook County","IL",17031
"11194","60430","Cook County","IL",17031
"11195","60458","Cook County","IL",17031
"11196","60513","Cook County","IL",17031
"11197","60475","Cook County","IL",17031
"11198","60465","Cook County","IL",17031
"11199","60607","Cook County","IL",17031
"11200","60621","Cook County","IL",17031
"11201","60654","Cook County","IL",17031
"11202","60657","Cook County","IL",17031
"11203","60659","Cook County","IL",17031
"11204","60675","Cook County","IL",17031
"11205","60673","Cook County","IL",17031
"11206","60638","Cook County","IL",17031
"11207","60647","Cook County","IL",17031
"11208","60476","Cook County","IL",17031
"11209","60011","Cook County","IL",17031
"11210","60681","Cook County","IL",17031
"11211","60666","Cook County","IL",17031
"11212","60695","Cook County","IL",17031
"11213","62454","Crawford County","IL",17033
"11215","62433","Crawford County","IL",17033
"11217","62451","Crawford County","IL",17033
"11219","62427","Crawford County","IL",17033
"11220","62466","Crawford County","IL",17033
"11222","62464","Crawford County","IL",17033
"11223","62421","Crawford County","IL",17033
"11224","62468","Cumberland County","IL",17035
"11225","62447","Cumberland County","IL",17035
"11226","62445","Cumberland County","IL",17035
"11227","62462","Cumberland County","IL",17035
"11228","62467","Cumberland County","IL",17035
"11231","62432","Cumberland County","IL",17035
"11233","62428","Cumberland County","IL",17035
"11234","62436","Cumberland County","IL",17035
"11236","60151","DeKalb County","IL",17037
"11237","60518","DeKalb County","IL",17037
"11238","61052","DeKalb County","IL",17037
"11239","60178","DeKalb County","IL",17037
"11240","60530","DeKalb County","IL",17037
"11241","60548","DeKalb County","IL",17037
"11242","60111","DeKalb County","IL",17037
"11244","60119","DeKalb County","IL",17037
"11245","60140","DeKalb County","IL",17037
"11246","60115","DeKalb County","IL",17037
"11247","60520","DeKalb County","IL",17037
"11248","60150","DeKalb County","IL",17037
"11249","60129","DeKalb County","IL",17037
"11250","60552","DeKalb County","IL",17037
"11251","60112","DeKalb County","IL",17037
"11252","60556","DeKalb County","IL",17037
"11253","60531","DeKalb County","IL",17037
"11254","60511","DeKalb County","IL",17037
"11257","60550","DeKalb County","IL",17037
"11258","61068","DeKalb County","IL",17037
"11260","61778","De Witt County","IL",17039
"11261","61752","De Witt County","IL",17039
"11262","61754","De Witt County","IL",17039
"11264","61756","De Witt County","IL",17039
"11265","61749","De Witt County","IL",17039
"11266","61842","De Witt County","IL",17039
"11267","61777","De Witt County","IL",17039
"11268","61839","De Witt County","IL",17039
"11269","61745","De Witt County","IL",17039
"11270","61750","De Witt County","IL",17039
"11271","61735","De Witt County","IL",17039
"11272","61727","De Witt County","IL",17039
"11273","61882","De Witt County","IL",17039
"11276","61917","Douglas County","IL",17041
"11277","61942","Douglas County","IL",17041
"11278","61919","Douglas County","IL",17041
"11282","61913","Douglas County","IL",17041
"11283","61941","Douglas County","IL",17041
"11286","60148","DuPage County","IL",17043
"11287","60139","DuPage County","IL",17043
"11288","60122","DuPage County","IL",17043
"11290","60188","DuPage County","IL",17043
"11292","60559","DuPage County","IL",17043
"11293","60532","DuPage County","IL",17043
"11294","60117","DuPage County","IL",17043
"11296","60143","DuPage County","IL",17043
"11297","60517","DuPage County","IL",17043
"11298","60504","DuPage County","IL",17043
"11300","60540","DuPage County","IL",17043
"11301","60569","DuPage County","IL",17043
"11302","60191","DuPage County","IL",17043
"11304","60101","DuPage County","IL",17043
"11305","60516","DuPage County","IL",17043
"11306","60598","DuPage County","IL",17043
"11307","60174","DuPage County","IL",17043
"11308","60514","DuPage County","IL",17043
"11309","60522","DuPage County","IL",17043
"11310","60566","DuPage County","IL",17043
"11311","60440","DuPage County","IL",17043
"11313","60184","DuPage County","IL",17043
"11314","60186","DuPage County","IL",17043
"11315","60137","DuPage County","IL",17043
"11316","60561","DuPage County","IL",17043
"11317","60563","DuPage County","IL",17043
"11318","60565","DuPage County","IL",17043
"11319","60157","DuPage County","IL",17043
"11320","60567","DuPage County","IL",17043
"11322","60181","DuPage County","IL",17043
"11323","60187","DuPage County","IL",17043
"11324","60515","DuPage County","IL",17043
"11325","60502","DuPage County","IL",17043
"11326","60564","DuPage County","IL",17043
"11327","60599","DuPage County","IL",17043
"11328","60519","DuPage County","IL",17043
"11330","60106","DuPage County","IL",17043
"11331","60108","DuPage County","IL",17043
"11333","60555","DuPage County","IL",17043
"11334","60138","DuPage County","IL",17043
"11336","60189","DuPage County","IL",17043
"11337","60190","DuPage County","IL",17043
"11338","60185","DuPage County","IL",17043
"11341","60199","DuPage County","IL",17043
"11343","61876","Edgar County","IL",17045
"11345","61924","Edgar County","IL",17045
"11346","61944","Edgar County","IL",17045
"11347","61932","Edgar County","IL",17045
"11351","61949","Edgar County","IL",17045
"11352","61955","Edgar County","IL",17045
"11353","61870","Edgar County","IL",17045
"11354","61850","Edgar County","IL",17045
"11356","61940","Edgar County","IL",17045
"11358","62476","Edwards County","IL",17047
"11359","62818","Edwards County","IL",17047
"11360","62833","Edwards County","IL",17047
"11361","62815","Edwards County","IL",17047
"11362","62844","Edwards County","IL",17047
"11363","62806","Edwards County","IL",17047
"11366","62458","Effingham County","IL",17049
"11367","62401","Effingham County","IL",17049
"11369","62411","Effingham County","IL",17049
"11370","62444","Effingham County","IL",17049
"11372","62414","Effingham County","IL",17049
"11373","62424","Effingham County","IL",17049
"11376","62461","Effingham County","IL",17049
"11377","62479","Effingham County","IL",17049
"11378","62473","Effingham County","IL",17049
"11379","62418","Effingham County","IL",17049
"11380","62880","Effingham County","IL",17049
"11383","62885","Fayette County","IL",17051
"11384","62011","Fayette County","IL",17051
"11385","62080","Fayette County","IL",17051
"11386","62892","Fayette County","IL",17051
"11387","62854","Fayette County","IL",17051
"11388","62471","Fayette County","IL",17051
"11389","62431","Fayette County","IL",17051
"11392","60952","Ford County","IL",17053
"11393","60962","Ford County","IL",17053
"11396","60948","Ford County","IL",17053
"11398","61775","Ford County","IL",17053
"11399","61773","Ford County","IL",17053
"11400","60929","Ford County","IL",17053
"11402","60917","Ford County","IL",17053
"11403","60941","Ford County","IL",17053
"11404","60927","Ford County","IL",17053
"11406","60959","Ford County","IL",17053
"11407","60918","Ford County","IL",17053
"11408","60968","Ford County","IL",17053
"11409","60933","Ford County","IL",17053
"11410","60946","Ford County","IL",17053
"11411","60919","Ford County","IL",17053
"11413","62999","Franklin County","IL",17055
"11414","62825","Franklin County","IL",17055
"11415","62932","Franklin County","IL",17055
"11416","62865","Franklin County","IL",17055
"11417","62896","Franklin County","IL",17055
"11418","62822","Franklin County","IL",17055
"11419","62860","Franklin County","IL",17055
"11420","62883","Franklin County","IL",17055
"11421","62836","Franklin County","IL",17055
"11422","62819","Franklin County","IL",17055
"11423","62890","Franklin County","IL",17055
"11424","62884","Franklin County","IL",17055
"11425","62983","Franklin County","IL",17055
"11426","62874","Franklin County","IL",17055
"11427","62891","Franklin County","IL",17055
"11428","62840","Franklin County","IL",17055
"11429","62897","Franklin County","IL",17055
