fips,NAME,year,total_25plus,bach_or_higher,pct_bach_degree
17067,"Hancock County, Illinois",2021,12832,3149,24.540211970074814
17069,"Hardin County, Illinois",2021,2930,392,13.378839590443686
17071,"Henderson County, Illinois",2021,4865,903,18.56115107913669
17073,"Henry County, Illinois",2021,34902,8355,23.93845624892556
17075,"Iroquois County, Illinois",2021,19331,3082,15.943303502146811
17077,"Jackson County, Illinois",2021,32374,11057,34.15395070117996
17079,"Jasper County, Illinois",2021,6524,1289,19.75781729000613
17081,"Jefferson County, Illinois",2021,26164,4755,18.173826632013455
17083,"Jersey County, Illinois",2021,15002,3364,22.423676843087588
17085,"Jo Daviess County, Illinois",2021,16506,4147,25.124197261601843
17087,"Johnson County, Illinois",2021,9661,1675,17.337749715350377
17089,"Kane County, Illinois",2021,340859,122594,35.96619129904154
17091,"Kankakee County, Illinois",2021,71628,14861,20.747473055229797
17093,"Kendall County, Illinois",2021,83167,29326,35.261582117907345
17095,"Knox County, Illinois",2021,34884,6855,19.650842793257652
17097,"Lake County, Illinois",2021,469459,217451,46.31948689874941
17099,"LaSalle County, Illinois",2021,77648,14362,18.49629095404904
17101,"Lawrence County, Illinois",2021,11289,1500,13.287270794578793
17103,"Lee County, Illinois",2021,25105,4680,18.641704839673373
17105,"Livingston County, Illinois",2021,25267,4238,16.772865793327266
17107,"Logan County, Illinois",2021,19742,4159,21.066761219734577
17109,"McDonough County, Illinois",2021,16582,5342,32.215655530092874
17111,"McHenry County, Illinois",2021,212180,74658,35.18616269205392
17113,"McLean County, Illinois",2021,104428,47627,45.60749990424024
17115,"Macon County, Illinois",2021,71824,16852,23.462909333927378
17117,"Macoupin County, Illinois",2021,32055,5924,18.480736234596787
17119,"Madison County, Illinois",2021,186145,52992,28.468129683848613
17121,"Marion County, Illinois",2021,26195,4243,16.197747661767515
17123,"Marshall County, Illinois",2021,8580,1544,17.995337995337994
17125,"Mason County, Illinois",2021,9558,1599,16.72944130571249
17127,"Massac County, Illinois",2021,10224,1341,13.11619718309859
17129,"Menard County, Illinois",2021,8665,2118,24.443162146566646
17131,"Mercer County, Illinois",2021,11260,2109,18.73001776198934
17133,"Monroe County, Illinois",2021,24617,9121,37.051630986716496
17135,"Montgomery County, Illinois",2021,20690,3696,17.863702271628807
17137,"Morgan County, Illinois",2021,23134,4876,21.077202386098385
17139,"Moultrie County, Illinois",2021,9828,1947,19.81074481074481
17141,"Ogle County, Illinois",2021,35978,7766,21.585413308132747
17143,"Peoria County, Illinois",2021,122557,40342,32.91692844961936
17145,"Perry County, Illinois",2021,15264,1777,11.641771488469601
17147,"Piatt County, Illinois",2021,11744,3650,31.079700272479567
17149,"Pike County, Illinois",2021,10385,1825,17.573423206547904
17151,"Pope County, Illinois",2021,2905,421,14.492254733218587
17153,"Pulaski County, Illinois",2021,3772,555,14.713679745493108
17155,"Putnam County, Illinois",2021,4112,821,19.965953307392997
17157,"Randolph County, Illinois",2021,22175,2925,13.19052987598647
17159,"Richland County, Illinois",2021,10998,2133,19.394435351882162
17161,"Rock Island County, Illinois",2021,99470,23446,23.570925907308737
17163,"St. Clair County, Illinois",2021,176442,52283,29.63183369039118
17165,"Saline County, Illinois",2021,17171,3291,19.16603575796401
17167,"Sangamon County, Illinois",2021,136992,46544,33.975706610605
17169,"Schuyler County, Illinois",2021,5320,924,17.36842105263158
17171,"Scott County, Illinois",2021,3502,773,22.073101085094233
17173,"Shelby County, Illinois",2021,15139,2633,17.392165929057402
17175,"Stark County, Illinois",2021,3876,756,19.5046439628483
17177,"Stephenson County, Illinois",2021,31821,6793,21.34753778951007
17179,"Tazewell County, Illinois",2021,92373,25557,27.6671754733526
17181,"Union County, Illinois",2021,12415,2818,22.6983487716472
17183,"Vermilion County, Illinois",2021,51157,8350,16.322301933264267
17185,"Wabash County, Illinois",2021,8106,1500,18.50481125092524
17187,"Warren County, Illinois",2021,11013,2466,22.391718877690003
17189,"Washington County, Illinois",2021,9981,2253,22.572888488127443
17191,"Wayne County, Illinois",2021,11402,1736,15.225399052797755
17193,"White County, Illinois",2021,9988,1619,16.20945134160993
17195,"Whiteside County, Illinois",2021,39294,7398,18.827301878149335
17197,"Will County, Illinois",2021,460589,162906,35.369060051369004
17199,"Williamson County, Illinois",2021,47950,12764,26.61939520333681
17201,"Winnebago County, Illinois",2021,194472,45227,23.256304249454935
17203,"Woodford County, Illinois",2021,25947,9059,34.91347747331098
18001,"Adams County, Indiana",2021,21341,3078,14.422941755306686
18003,"Allen County, Indiana",2021,248919,74398,29.88843760420056
18005,"Bartholomew County, Indiana",2021,55727,19626,35.21811689127353
18007,"Benton County, Indiana",2021,5857,1026,17.51750042683968
18009,"Blackford County, Indiana",2021,8562,1220,14.249007241298761
18011,"Boone County, Indiana",2021,46345,22901,49.41417628654655
18013,"Brown County, Indiana",2021,11846,3280,27.688671281445217
18015,"Carroll County, Indiana",2021,14196,2084,14.680191603268527
18017,"Cass County, Indiana",2021,26099,3554,13.617379976244301
18019,"Clark County, Indiana",2021,83820,19073,22.754712479121928
18021,"Clay County, Indiana",2021,18322,2986,16.29734745115162
18023,"Clinton County, Indiana",2021,21541,3218,14.938953623322965
18025,"Crawford County, Indiana",2021,7432,872,11.733046286329387
18027,"Daviess County, Indiana",2021,20685,2830,13.681411650954796
18029,"Dearborn County, Indiana",2021,35218,8771,24.904878187290592
18031,"Decatur County, Indiana",2021,17777,3702,20.8246610789222
18033,"DeKalb County, Indiana",2021,29149,5447,18.686747401283064
18035,"Delaware County, Indiana",2021,69793,17758,25.44381241671801
18037,"Dubois County, Indiana",2021,29484,7267,24.64726631393298
18039,"Elkhart County, Indiana",2021,130718,26169,20.019431141847335
18041,"Fayette County, Indiana",2021,16418,2472,15.056645145571935
18043,"Floyd County, Indiana",2021,55023,16653,30.265525325772856
18045,"Fountain County, Indiana",2021,11508,1500,13.034410844629823
18047,"Franklin County, Indiana",2021,15690,3352,21.363926067558957
18049,"Fulton County, Indiana",2021,13996,2281,16.29751357530723
18051,"Gibson County, Indiana",2021,22475,4085,18.175750834260292
18053,"Grant County, Indiana",2021,44272,8658,19.556378749548248
18055,"Greene County, Indiana",2021,21883,3440,15.719965269844172
18057,"Hamilton County, Indiana",2021,223841,135500,60.53403978717036
18059,"Hancock County, Indiana",2021,54282,17681,32.57249180207067
18061,"Harrison County, Indiana",2021,27901,5238,18.773520662341852
18063,"Hendricks County, Indiana",2021,115176,45442,39.454400222268525
18065,"Henry County, Indiana",2021,34771,6101,17.546231054614477
18067,"Howard County, Indiana",2021,57426,11968,20.84073416222617
18069,"Huntington County, Indiana",2021,25097,5252,20.926804000478143
18071,"Jackson County, Indiana",2021,31136,5460,17.535971223021583
18073,"Jasper County, Indiana",2021,22394,3898,17.406448155756006
18075,"Jay County, Indiana",2021,13759,1781,12.94425466967076
18077,"Jefferson County, Indiana",2021,23039,4243,18.41659794261904
18079,"Jennings County, Indiana",2021,18947,2924,15.432522299044704
18081,"Johnson County, Indiana",2021,106621,34997,32.823740163757606
18083,"Knox County, Indiana",2021,24190,4509,18.639933856965687
18085,"Kosciusko County, Indiana",2021,53603,13025,24.299013114937594
18087,"LaGrange County, Indiana",2021,23349,2435,10.428712150413293
18089,"Lake County, Indiana",2021,336230,79665,23.69360259346281
18091,"LaPorte County, Indiana",2021,78799,15493,19.661417023058668
18093,"Lawrence County, Indiana",2021,31901,6304,19.761136014545
18095,"Madison County, Indiana",2021,90655,17239,19.016049859356905
18097,"Marion County, Indiana",2021,638013,209182,32.78647927236592
18099,"Marshall County, Indiana",2021,30725,6309,20.533767290480064
18101,"Martin County, Indiana",2021,6872,992,14.435389988358557
18103,"Miami County, Indiana",2021,25219,3698,14.66354732542924
18105,"Monroe County, Indiana",2021,81338,38571,47.420639799355776
18107,"Montgomery County, Indiana",2021,25828,5226,20.233854731299363
18109,"Morgan County, Indiana",2021,49577,9473,19.10765072513464
18111,"Newton County, Indiana",2021,9947,1167,11.732180556951844
18113,"Noble County, Indiana",2021,31763,5181,16.311431539841955
18115,"Ohio County, Indiana",2021,4412,694,15.7298277425204
18117,"Orange County, Indiana",2021,13758,1835,13.337694432330279
18119,"Owen County, Indiana",2021,15279,2141,14.0126971660449
18121,"Parke County, Indiana",2021,11593,1504,12.973345984645906
18123,"Perry County, Indiana",2021,13675,2129,15.56855575868373
18125,"Pike County, Indiana",2021,8663,1227,14.163684635807458
18127,"Porter County, Indiana",2021,118889,35964,30.250065186854965
18129,"Posey County, Indiana",2021,17856,4330,24.249551971326163
18131,"Pulaski County, Indiana",2021,8682,1137,13.096060815480303
18133,"Putnam County, Indiana",2021,24529,4348,17.72595703045375
18135,"Randolph County, Indiana",2021,17112,2774,16.210846189808322
18137,"Ripley County, Indiana",2021,19620,3770,19.215086646279307
18139,"Rush County, Indiana",2021,11519,1882,16.338223804149663
18141,"St. Joseph County, Indiana",2021,177572,57038,32.12105512130291
18143,"Scott County, Indiana",2021,16728,2223,13.289096126255382
18145,"Shelby County, Indiana",2021,31117,5817,18.693961500144614
18147,"Spencer County, Indiana",2021,14172,2724,19.22099915325995
18149,"Starke County, Indiana",2021,16055,1908,11.884148240423544
18151,"Steuben County, Indiana",2021,23719,5443,22.94784771702011
18153,"Sullivan County, Indiana",2021,14945,1888,12.63298762127802
18155,"Switzerland County, Indiana",2021,6745,618,9.16234247590808
18157,"Tippecanoe County, Indiana",2021,103486,42024,40.608391473242754
18159,"Tipton County, Indiana",2021,10934,2708,24.766782513261386
18161,"Union County, Indiana",2021,5179,1030,19.888009268198495
18163,"Vanderburgh County, Indiana",2021,123080,33508,27.224569385765356
18165,"Vermillion County, Indiana",2021,10883,1800,16.539557107415234
18167,"Vigo County, Indiana",2021,68771,17243,25.073068589957977
18169,"Wabash County, Indiana",2021,21252,4225,19.88048183700358
18171,"Warren County, Indiana",2021,6040,1089,18.02980132450331
18173,"Warrick County, Indiana",2021,43859,14395,32.82108575206913
18175,"Washington County, Indiana",2021,19448,2497,12.839366515837103
18177,"Wayne County, Indiana",2021,45483,8844,19.444627663082912
18179,"Wells County, Indiana",2021,19007,3428,18.035460619771662
18181,"White County, Indiana",2021,16950,2985,17.61061946902655
18183,"Whitley County, Indiana",2021,23707,5474,23.090226515375207
19001,"Adair County, Iowa",2021,5280,1027,19.450757575757578
19003,"Adams County, Iowa",2021,2669,595,22.29299363057325
19005,"Allamakee County, Iowa",2021,9787,1696,17.329110043935835
19007,"Appanoose County, Iowa",2021,8671,1637,18.879022027447814
19009,"Audubon County, Iowa",2021,4041,868,21.47983172482059
19011,"Benton County, Iowa",2021,17803,3852,21.636802786047298
19013,"Black Hawk County, Iowa",2021,83659,24704,29.52939910828482
19015,"Boone County, Iowa",2021,18928,4847,25.607565511411668
19017,"Bremer County, Iowa",2021,16312,5492,33.66846493379108
19019,"Buchanan County, Iowa",2021,13763,2949,21.427014459056892
19021,"Buena Vista County, Iowa",2021,13076,2831,21.650351789538085
19023,"Butler County, Iowa",2021,10142,1938,19.108657069611517
19025,"Calhoun County, Iowa",2021,7053,1477,20.94144335743655
19027,"Carroll County, Iowa",2021,14085,3118,22.137025204117855
19029,"Cass County, Iowa",2021,9348,1959,20.95635430038511
19031,"Cedar County, Iowa",2021,13132,2861,21.786475784343587
19033,"Cerro Gordo County, Iowa",2021,30808,7360,23.88989872760322
19035,"Cherokee County, Iowa",2021,8291,1776,21.420817754191294
19037,"Chickasaw County, Iowa",2021,8191,1505,18.373824929801
19039,"Clarke County, Iowa",2021,6367,935,14.685095021203079
19041,"Clay County, Iowa",2021,11246,2683,23.857371509870177
19043,"Clayton County, Iowa",2021,12325,2140,17.363083164300203
19045,"Clinton County, Iowa",2021,32413,6899,21.28466973128066
19047,"Crawford County, Iowa",2021,10662,1794,16.82611142374789
19049,"Dallas County, Iowa",2021,63108,31827,50.4325917474805
19051,"Davis County, Iowa",2021,5641,1080,19.145541570643505
19053,"Decatur County, Iowa",2021,4711,1245,26.427510082784973
19055,"Delaware County, Iowa",2021,12065,2268,18.79817654372151
19057,"Des Moines County, Iowa",2021,27209,5964,21.91921790583998
19059,"Dickinson County, Iowa",2021,12998,4093,31.489459916910295
19061,"Dubuque County, Iowa",2021,66015,21189,32.097250624857985
19063,"Emmet County, Iowa",2021,6574,1074,16.337085488287194
19065,"Fayette County, Iowa",2021,13574,2334,17.194636805657876
19067,"Floyd County, Iowa",2021,10855,2208,20.340856748042377
19069,"Franklin County, Iowa",2021,7009,1264,18.033956341846196
19071,"Fremont County, Iowa",2021,4746,853,17.973029919932575
19073,"Greene County, Iowa",2021,6211,1274,20.511994847850588
19075,"Grundy County, Iowa",2021,8605,2232,25.938407902382338
19077,"Guthrie County, Iowa",2021,7568,1558,20.586680761099366
19079,"Hamilton County, Iowa",2021,10604,2571,24.245567710297998
19081,"Hancock County, Iowa",2021,7715,1568,20.32404406999352
19083,"Hardin County, Iowa",2021,12295,2419,19.67466449776332
19085,"Harrison County, Iowa",2021,10148,1960,19.31415057154119
19087,"Henry County, Iowa",2021,13994,3033,21.673574389023866
19089,"Howard County, Iowa",2021,6389,1163,18.20316168414462
19091,"Humboldt County, Iowa",2021,6719,1228,18.276529245423426
19093,"Ida County, Iowa",2021,4698,905,19.26351638995317
19095,"Iowa County, Iowa",2021,11583,2676,23.102823102823102
19097,"Jackson County, Iowa",2021,13747,2659,19.342401978613516
19099,"Jasper County, Iowa",2021,26539,5079,19.13787256490448
19101,"Jefferson County, Iowa",2021,11472,4389,38.25836820083682
19103,"Johnson County, Iowa",2021,90108,48734,54.08398810316509
19105,"Jones County, Iowa",2021,14749,3200,21.696386195674283
19107,"Keokuk County, Iowa",2021,7032,1197,17.022184300341298
19109,"Kossuth County, Iowa",2021,10484,1981,18.895459748187715
19111,"Lee County, Iowa",2021,24015,4619,19.23381220070789
19113,"Linn County, Iowa",2021,154712,53076,34.306324008480274
19115,"Louisa County, Iowa",2021,7592,1162,15.30558482613277
19117,"Lucas County, Iowa",2021,6041,903,14.947856315179605
19119,"Lyon County, Iowa",2021,7692,1486,19.31877275091004
19121,"Madison County, Iowa",2021,11143,2758,24.750964731221394
19123,"Mahaska County, Iowa",2021,14672,3080,20.99236641221374
19125,"Marion County, Iowa",2021,22131,6834,30.87976142063169
19127,"Marshall County, Iowa",2021,26548,5498,20.70965797800211
19129,"Mills County, Iowa",2021,10170,2914,28.652900688298917
19131,"Mitchell County, Iowa",2021,7182,1542,21.4703425229741
19133,"Monona County, Iowa",2021,6228,937,15.044958253050739
19135,"Monroe County, Iowa",2021,5170,1023,19.78723404255319
19137,"Montgomery County, Iowa",2021,7043,1316,18.685219366747123
19139,"Muscatine County, Iowa",2021,28707,6573,22.896854425749815
19141,"O'Brien County, Iowa",2021,9672,2058,21.277915632754343
19143,"Osceola County, Iowa",2021,4332,738,17.03601108033241
19145,"Page County, Iowa",2021,11183,1933,17.28516498256282
19147,"Palo Alto County, Iowa",2021,6165,1436,23.29278183292782
19149,"Plymouth County, Iowa",2021,17105,4067,23.77667348728442
19151,"Pocahontas County, Iowa",2021,4982,853,17.12163789642714
19153,"Polk County, Iowa",2021,324797,123509,38.02652118092224
19155,"Pottawattamie County, Iowa",2021,63252,14468,22.873585024979448
19157,"Poweshiek County, Iowa",2021,12098,3585,29.63299718961812
19159,"Ringgold County, Iowa",2021,3253,661,20.31970488779588
19161,"Sac County, Iowa",2021,6964,1259,18.0786904078116
19163,"Scott County, Iowa",2021,118214,39694,33.578087197793835
19165,"Shelby County, Iowa",2021,8342,1835,21.99712299208823
19167,"Sioux County, Iowa",2021,21167,6574,31.057778617659565
19169,"Story County, Iowa",2021,52241,26685,51.08056890182041
19171,"Tama County, Iowa",2021,11650,1927,16.54077253218884
19173,"Taylor County, Iowa",2021,4090,702,17.163814180929098
19175,"Union County, Iowa",2021,8299,1886,22.72562959392698
19177,"Van Buren County, Iowa",2021,5053,822,16.267563823471203
19179,"Wapello County, Iowa",2021,24022,4586,19.09083340271418
19181,"Warren County, Iowa",2021,34216,11055,32.30944587327566
19183,"Washington County, Iowa",2021,15252,3602,23.616574875426174
19185,"Wayne County, Iowa",2021,4363,661,15.150126060050424
19187,"Webster County, Iowa",2021,25031,4980,19.895329791059087
19189,"Winnebago County, Iowa",2021,7226,1739,24.065873235538334
19191,"Winneshiek County, Iowa",2021,13218,4047,30.617339990921472
19193,"Woodbury County, Iowa",2021,67158,15668,23.33005747639894
19195,"Worth County, Iowa",2021,5353,1070,19.988791331963384
19197,"Wright County, Iowa",2021,8923,1731,19.39930516642385
20001,"Allen County, Kansas",2021,8579,1605,18.70847418113999
20003,"Anderson County, Kansas",2021,5217,858,16.446233467510062
20005,"Atchison County, Kansas",2021,10169,2252,22.145737043957126
20007,"Barber County, Kansas",2021,2910,719,24.70790378006873
20009,"Barton County, Kansas",2021,17416,3634,20.865870463941203
20011,"Bourbon County, Kansas",2021,9484,2233,23.544917756221004
20013,"Brown County, Kansas",2021,6435,1228,19.083139083139084
20015,"Butler County, Kansas",2021,44217,14266,32.263609019155524
20017,"Chase County, Kansas",2021,1814,532,29.32745314222712
20019,"Chautauqua County, Kansas",2021,2433,369,15.166461159062885
20021,"Cherokee County, Kansas",2021,13453,2642,19.63874228796551
20023,"Cheyenne County, Kansas",2021,1916,414,21.60751565762004
20025,"Clark County, Kansas",2021,1412,386,27.3371104815864
20027,"Clay County, Kansas",2021,5647,1457,25.80131043031698
20029,"Cloud County, Kansas",2021,6020,1344,22.325581395348838
20031,"Coffey County, Kansas",2021,5877,1336,22.732686744937894
20033,"Comanche County, Kansas",2021,1323,240,18.140589569160998
20035,"Cowley County, Kansas",2021,22873,5521,24.137629519520832
20037,"Crawford County, Kansas",2021,23446,7065,30.133071739315874
20039,"Decatur County, Kansas",2021,2026,452,22.309970384995065
20041,"Dickinson County, Kansas",2021,12995,3180,24.4709503655252
20043,"Doniphan County, Kansas",2021,4955,927,18.708375378405652
20045,"Douglas County, Kansas",2021,69820,36544,52.3403036379261
20047,"Edwards County, Kansas",2021,2092,380,18.164435946462714
20049,"Elk County, Kansas",2021,1774,319,17.981961668545658
20051,"Ellis County, Kansas",2021,17798,6660,37.41993482413755
20053,"Ellsworth County, Kansas",2021,4623,962,20.80899848583171
20055,"Finney County, Kansas",2021,22679,4024,17.743286741037963
20057,"Ford County, Kansas",2021,20615,4223,20.48508367693427
20059,"Franklin County, Kansas",2021,17394,4004,23.019431988041852
20061,"Geary County, Kansas",2021,19685,4696,23.855727711455422
20063,"Gove County, Kansas",2021,1917,376,19.61398017736046
20065,"Graham County, Kansas",2021,1770,467,26.384180790960453
20067,"Grant County, Kansas",2021,4393,1058,24.083769633507853
20069,"Gray County, Kansas",2021,3511,810,23.07035032754201
20071,"Greeley County, Kansas",2021,805,236,29.316770186335404
20073,"Greenwood County, Kansas",2021,4384,772,17.60948905109489
20075,"Hamilton County, Kansas",2021,1630,317,19.447852760736197
20077,"Harper County, Kansas",2021,3753,630,16.786570743405278
20079,"Harvey County, Kansas",2021,22573,7222,31.993975102999155
20081,"Haskell County, Kansas",2021,2409,368,15.276048152760483
20083,"Hodgeman County, Kansas",2021,1271,384,30.21243115656963
20085,"Jackson County, Kansas",2021,8875,1878,21.16056338028169
20087,"Jefferson County, Kansas",2021,12955,3186,24.59282130451563
20089,"Jewell County, Kansas",2021,2172,428,19.70534069981584
20091,"Johnson County, Kansas",2021,410368,231149,56.32724773861509
20093,"Kearny County, Kansas",2021,2348,451,19.207836456558773
20095,"Kingman County, Kansas",2021,5332,1186,22.2430607651913
20097,"Kiowa County, Kansas",2021,1592,391,24.560301507537687
20099,"Labette County, Kansas",2021,13739,3063,22.294198995560084
20101,"Lane County, Kansas",2021,1080,257,23.796296296296298
20103,"Leavenworth County, Kansas",2021,55401,19191,34.64016895001895
20105,"Lincoln County, Kansas",2021,2054,508,24.732229795520936
20107,"Linn County, Kansas",2021,6852,1405,20.50496205487449
20109,"Logan County, Kansas",2021,1892,386,20.401691331923892
20111,"Lyon County, Kansas",2021,19288,5145,26.6746163417669
20113,"McPherson County, Kansas",2021,20382,6053,29.697772544401925
20115,"Marion County, Kansas",2021,8119,2237,27.552654267766968
20117,"Marshall County, Kansas",2021,6918,1298,18.76264816420931
20119,"Meade County, Kansas",2021,2620,586,22.366412213740457
20121,"Miami County, Kansas",2021,23049,7560,32.79968762202265
20123,"Mitchell County, Kansas",2021,3907,1012,25.902226772459684
20125,"Montgomery County, Kansas",2021,21559,4417,20.487963263602207
20127,"Morris County, Kansas",2021,3944,996,25.25354969574036
20129,"Morton County, Kansas",2021,1811,312,17.22805080066262
20131,"Nemaha County, Kansas",2021,6591,1853,28.114094978000303
20133,"Neosho County, Kansas",2021,10555,2165,20.511605873993368
20135,"Ness County, Kansas",2021,1891,415,21.946060285563192
20137,"Norton County, Kansas",2021,3997,931,23.29246935201401
20139,"Osage County, Kansas",2021,10953,2341,21.373139779055965
20141,"Osborne County, Kansas",2021,2546,547,21.48468185388845
20143,"Ottawa County, Kansas",2021,4038,858,21.2481426448737
20145,"Pawnee County, Kansas",2021,4890,953,19.48875255623722
20147,"Phillips County, Kansas",2021,3528,757,21.456916099773242
20149,"Pottawatomie County, Kansas",2021,15838,5814,36.709180452077284
20151,"Pratt County, Kansas",2021,6009,1928,32.085205525045765
20153,"Rawlins County, Kansas",2021,1873,406,21.67645488521089
20155,"Reno County, Kansas",2021,42710,8841,20.70007024116132
20157,"Republic County, Kansas",2021,3352,875,26.103818615751788
20159,"Rice County, Kansas",2021,6084,1369,22.501643655489808
20161,"Riley County, Kansas",2021,37213,17926,48.1713379732889
20163,"Rooks County, Kansas",2021,3529,729,20.657410031170304
20165,"Rush County, Kansas",2021,2069,423,20.44465925567907
20167,"Russell County, Kansas",2021,4727,1019,21.55701290459065
20169,"Saline County, Kansas",2021,36767,10226,27.812984469769088
20171,"Scott County, Kansas",2021,3337,799,23.943661971830984
20173,"Sedgwick County, Kansas",2021,338734,105634,31.184941576576307
20175,"Seward County, Kansas",2021,12905,1461,11.32119333591631
20177,"Shawnee County, Kansas",2021,121755,39301,32.27875651923945
20179,"Sheridan County, Kansas",2021,1707,390,22.847100175746924
20181,"Sherman County, Kansas",2021,3759,805,21.415270018621975
20183,"Smith County, Kansas",2021,2634,563,21.37433561123766
20185,"Stafford County, Kansas",2021,2786,735,26.38190954773869
20187,"Stanton County, Kansas",2021,1296,194,14.969135802469136
20189,"Stevens County, Kansas",2021,3287,402,12.2299969577122
20191,"Sumner County, Kansas",2021,15246,3880,25.449298176570906
20193,"Thomas County, Kansas",2021,5023,1213,24.14891499104121
20195,"Trego County, Kansas",2021,2151,511,23.756392375639237
20197,"Wabaunsee County, Kansas",2021,4719,1147,24.30599703326976
20199,"Wallace County, Kansas",2021,1070,303,28.317757009345794
20201,"Washington County, Kansas",2021,3858,865,22.42094349403836
20203,"Wichita County, Kansas",2021,1552,280,18.04123711340206
20205,"Wilson County, Kansas",2021,6016,1104,18.351063829787233
20207,"Woodson County, Kansas",2021,2355,481,20.42462845010616
20209,"Wyandotte County, Kansas",2021,106831,20584,19.26781552171186
21001,"Adair County, Kentucky",2021,12596,2386,18.94252143537631
21003,"Allen County, Kentucky",2021,14198,2471,17.40385969854909
21005,"Anderson County, Kentucky",2021,16263,4115,25.30283465535264
21007,"Ballard County, Kentucky",2021,5551,894,16.105206269140695
21009,"Barren County, Kentucky",2021,30484,5234,17.169662773914183
21011,"Bath County, Kentucky",2021,8408,1250,14.866793529971456
21013,"Bell County, Kentucky",2021,17278,1717,9.937492765366363
21015,"Boone County, Kentucky",2021,88761,30141,33.957481326258154
21017,"Bourbon County, Kentucky",2021,13937,3215,23.068092128865608
21019,"Boyd County, Kentucky",2021,34594,7129,20.60761981846563
21021,"Boyle County, Kentucky",2021,20363,5437,26.700387958552273
21023,"Bracken County, Kentucky",2021,5766,748,12.97259798820673
21025,"Breathitt County, Kentucky",2021,9774,1648,16.861059954982608
21027,"Breckinridge County, Kentucky",2021,14037,1987,14.155446320438841
21029,"Bullitt County, Kentucky",2021,57667,9288,16.106265281703575
21031,"Butler County, Kentucky",2021,8680,1199,13.813364055299541
21033,"Caldwell County, Kentucky",2021,8870,1520,17.13641488162345
21035,"Calloway County, Kentucky",2021,23229,7342,31.60704292048732
21037,"Campbell County, Kentucky",2021,64188,24844,38.705053904156536
21039,"Carlisle County, Kentucky",2021,3319,416,12.533895751732448
21041,"Carroll County, Kentucky",2021,7124,471,6.611454239191465
21043,"Carter County, Kentucky",2021,18305,2361,12.898115269052171
21045,"Casey County, Kentucky",2021,11010,1272,11.553133514986376
21047,"Christian County, Kentucky",2021,41041,7517,18.315830510952463
21049,"Clark County, Kentucky",2021,25876,5189,20.053331272221364
21051,"Clay County, Kentucky",2021,14715,1691,11.491675161399932
21053,"Clinton County, Kentucky",2021,6695,927,13.846153846153847
21055,"Crittenden County, Kentucky",2021,6363,824,12.949866415212949
21057,"Cumberland County, Kentucky",2021,4351,585,13.445185014939096
21059,"Daviess County, Kentucky",2021,68842,17217,25.00944191046164
21061,"Edmonson County, Kentucky",2021,8832,897,10.15625
21063,"Elliott County, Kentucky",2021,5502,492,8.942202835332607
21065,"Estill County, Kentucky",2021,10092,1071,10.612366230677765
21067,"Fayette County, Kentucky",2021,209217,95430,45.61292820373106
21069,"Fleming County, Kentucky",2021,10146,1591,15.681056574019317
21071,"Floyd County, Kentucky",2021,25341,3197,12.615918866658774
21073,"Franklin County, Kentucky",2021,36099,10703,29.64902074849719
21075,"Fulton County, Kentucky",2021,4545,624,13.72937293729373
21077,"Gallatin County, Kentucky",2021,5818,606,10.415950498453077
21079,"Garrard County, Kentucky",2021,12240,2504,20.45751633986928
21081,"Grant County, Kentucky",2021,15920,2389,15.006281407035177
21083,"Graves County, Kentucky",2021,24755,4449,17.972126843062007
21085,"Grayson County, Kentucky",2021,17891,2040,11.402381085461965
21087,"Green County, Kentucky",2021,8000,1113,13.9125
21089,"Greenup County, Kentucky",2021,25623,4303,16.793505834601724
21091,"Hancock County, Kentucky",2021,6113,936,15.311630950433502
21093,"Hardin County, Kentucky",2021,72957,16486,22.59687213015886
21095,"Harlan County, Kentucky",2021,18841,1793,9.516480016984238
21097,"Harrison County, Kentucky",2021,12994,2268,17.45420963521625
21099,"Hart County, Kentucky",2021,12846,1357,10.563599564066635
21101,"Henderson County, Kentucky",2021,31317,5640,18.00938787240157
21103,"Henry County, Kentucky",2021,10705,1481,13.834656702475478
21105,"Hickman County, Kentucky",2021,3240,789,24.35185185185185
21107,"Hopkins County, Kentucky",2021,31654,5210,16.45921526505339
21109,"Jackson County, Kentucky",2021,9171,834,9.093882891723911
21111,"Jefferson County, Kentucky",2021,540240,189038,34.99148526580779
21113,"Jessamine County, Kentucky",2021,35156,10420,29.639321879622255
21115,"Johnson County, Kentucky",2021,16033,2585,16.122996320089815
21117,"Kenton County, Kentucky",2021,114711,40749,35.52318435023668
21119,"Knott County, Kentucky",2021,10076,1616,16.038110361254464
21121,"Knox County, Kentucky",2021,20385,3117,15.290654893303902
21123,"Larue County, Kentucky",2021,10511,1776,16.896584530491864
21125,"Laurel County, Kentucky",2021,42839,6613,15.436868274236094
21127,"Lawrence County, Kentucky",2021,11336,1378,12.155963302752294
21129,"Lee County, Kentucky",2021,5322,419,7.872980082675686
21131,"Leslie County, Kentucky",2021,7406,679,9.168241965973536
21133,"Letcher County, Kentucky",2021,15566,1600,10.278812797121931
21135,"Lewis County, Kentucky",2021,9157,808,8.823850606093698
21137,"Lincoln County, Kentucky",2021,16785,2304,13.726541554959788
21139,"Livingston County, Kentucky",2021,6575,957,14.55513307984791
21141,"Logan County, Kentucky",2021,18688,3159,16.903895547945204
21143,"Lyon County, Kentucky",2021,6854,982,14.327400058360082
21145,"McCracken County, Kentucky",2021,47304,12632,26.70387282259428
